SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,lfcSE,stat,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
ANKRD37,1766.5,95.3,1671.2,17.5162960534119,4.13062583384969,0.36,11.58,5.351e-31,1.238e-26,8.48934684439732e-29,0,101.3,94.2,90.4,1072.2,2058.5,1882.8
CCN2,1337,25.3,1311.8,51.6956488263385,5.69197095026629,0.49,11.57,5.599e-31,1.295e-26,8.81919090529845e-29,0,32.9,21.1,21.8,693.4,1168.4,2073.5
DNER,15904.9,15460.8,444.1,0.0287674429852792,-5.11941919797809,0.44,-11.57,5.831e-31,1.349e-26,9.12153022539035e-29,0,13999.6,16217.1,16165.7,675.2,452.2,205
SPAG5,16942.6,14431.2,2511.4,0.174032750550788,-2.52256926805979,0.22,-11.56,6.550e-31,1.515e-26,1.0174098568044e-28,0,13433.2,14575,15285.4,2603.4,2471.1,2459.6
CXCL14,936.8,2.6,934.2,381.294424610354,8.574761625518,0.74,11.52,1.102e-30,2.548e-26,1.69932897137534e-28,0,1.3,1.4,5.2,1154.6,360.9,1287
DOCK2,816.6,1.5,815.1,529.461793942504,9.04838277261678,0.79,11.47,1.952e-30,4.515e-26,2.9909344388438e-28,0,0.7,2.8,1,1346.1,519.3,579.9
RIPOR3,3162.2,32.2,3130,98.2669433483978,6.61863427556389,0.58,11.46,2.214e-30,5.121e-26,3.36956711913334e-28,0,8.1,34.5,54,2598,3971.8,2820.3
FRMD4B,411.5,5.3,406.1,75.4720279747238,6.23787013562196,0.55,11.4,4.168e-30,9.638e-26,6.29885210329603e-28,0,8.7,2.1,5.2,452.6,311.4,454.4
POU3F1,818.7,29.2,789.5,27.1115135114785,4.76083374935973,0.42,11.38,5.128e-30,1.186e-25,7.6986049003828e-28,0,16.8,38.7,32.2,629.2,795.5,943.8
MAP1B,10658,9868.1,789.9,0.0799771267293066,-3.64426873818209,0.32,-11.34,8.428e-30,1.949e-25,1.25682579425152e-27,0,7984.1,10450.6,11169.6,612.1,732.7,1024.8
MT-ATP6,43966.7,4228.5,39738.2,9.39685137730859,3.23217743090831,0.29,11.32,9.915e-30,2.293e-25,1.4687734905038e-27,0,5076.7,4149,3459.9,43568.2,42600.7,33045.7
PTGDS,517.6,26.2,491.5,18.6548548210077,4.22147922749838,0.37,11.31,1.173e-29,2.711e-25,1.72569772351751e-27,0,35.6,21.1,21.8,535,478.6,460.8
CADM1,3502.5,0.5,3502,6828.5752578799,12.7373688847284,1.13,11.3,1.243e-29,2.873e-25,1.81648913453744e-27,0,0,1.4,0,5262.4,2045.3,3198.4
MT-ND4L,16356.7,2196.6,14160.1,6.44560363367404,2.68831547395211,0.24,11.28,1.674e-29,3.869e-25,2.43092906906258e-27,0,2511.5,1987.3,2091.1,13990.6,13563.6,14926
FTLP17,410.4,11.4,399,35.3943099996689,5.14544554573065,0.46,11.25,2.255e-29,5.214e-25,3.25457460128021e-27,0,10.1,10.5,13.5,389.5,278.4,529.1
UBBP2,511.2,11.8,499.5,42.2735663108134,5.40168392199209,0.48,11.25,2.324e-29,5.372e-25,3.33214540237343e-27,0,8.7,16.2,10.4,588.5,312.5,597.4
RPL13P6,480.4,2.2,478.3,228.949051942791,7.83888278072955,0.7,11.18,5.207e-29,1.204e-24,7.41896833498282e-27,0,3.4,0,3.1,505.1,318,611.7
TCF4,658.7,2.9,655.8,242.522239530343,7.92197323970949,0.71,11.17,5.747e-29,1.328e-24,8.13589325014294e-27,0,0.7,2.8,5.2,984.4,326.8,656.2
ATP6V0CP3,544.1,1,543.1,526.089801945096,9.03916527401235,0.82,11.09,1.405e-28,3.247e-24,1.97585946208877e-26,0,1.3,0.7,1,526.5,446.7,656.2
MESTP1,4096.4,482.2,3614.2,7.49940887390555,2.90677688250254,0.26,11.07,1.764e-28,4.078e-24,2.46636229456098e-26,0,469.7,424,552.9,3689.4,3173,3980.2
ATP5F1E,9957.5,1571.6,8385.9,5.33663231387073,2.41592961518068,0.22,11.05,2.102e-28,4.858e-24,2.92014226645047e-26,0,1482.9,1577.3,1654.6,8773.1,8306.7,8077.9
H3P43,446.3,2.4,443.9,174.983418477791,7.45107440775656,0.67,11.04,2.378e-28,5.496e-24,3.28359313151453e-26,0,1.3,4.9,1,581,277.3,473.5
DLGAP1,2624.7,79,2545.7,32.3269474661672,5.01466537954473,0.45,11.04,2.448e-28,5.658e-24,3.35945072216563e-26,0,72.5,53.4,111.2,1379.3,3135.6,3122.2
FTLP1,621,0.9,620.1,608.749407639653,9.24970465311631,0.84,11.01,3.352e-28,7.747e-24,4.57210623577017e-26,0,1.3,1.4,0,687,420.3,753.1
MEF2C,1623.5,0.9,1622.6,2034.24088483708,10.9902748108502,1,11,4.010e-28,9.267e-24,5.41155939079353e-26,0,0.7,0,2.1,2678.3,697.5,1492
EEF1A1P38,531.7,7.5,524.2,69.9144057489587,6.12751784607139,0.56,11,4.016e-28,9.280e-24,5.41155939079353e-26,0,10.7,3.5,8.3,776.8,351,444.9
MTATP6P1,9384,894,8490,9.49222965051487,3.2467470048356,0.3,10.99,4.042e-28,9.339e-24,5.41345003816268e-26,0,1131.3,836.8,714,8530.2,9406.9,7532.9
HSP90AA5P,386,23.5,362.5,15.4364331551802,3.94826752729862,0.36,10.96,6.143e-28,1.419e-23,8.17945050089287e-26,0,19.5,28.1,22.9,382,368.6,336.8
ACSM3,524.5,1.5,523,340.15103291638,8.41003165983732,0.77,10.94,7.825e-28,1.808e-23,1.03563319404438e-25,0,1.3,2.1,1,755.4,286.1,527.5
KIAA1755,1746.6,1716.2,30.4,0.0173719372876285,-5.84709753996323,0.54,-10.9,1.126e-27,2.601e-23,1.48131679032344e-25,0,1648,1360.7,2140,24.6,11,55.6
THSD1,9324.1,8710.6,613.5,0.0703796565590078,-3.82869771578128,0.35,-10.88,1.443e-27,3.333e-23,1.88718247914824e-25,0,8708.1,8149.7,9273.9,681.6,374.1,784.9
CD244,556.9,1.9,555,341.185616808201,8.4144130187379,0.77,10.88,1.515e-27,3.500e-23,1.96098761725846e-25,0,0,1.4,4.2,337.1,755.9,572
LINC01503,1831.7,108.8,1723,15.8834193609705,3.98944962223486,0.37,10.87,1.517e-27,3.504e-23,1.96098761725846e-25,0,118.1,68.9,139.3,1403.9,1829.7,1935.3
MPV17L,2388,2195.6,192.3,0.087883575490649,-3.50826262363558,0.32,-10.86,1.767e-27,4.081e-23,2.27113549048297e-25,0,1950.6,2511.9,2124.4,239.7,199.1,138.2
MT-ND2,54441.3,5446.7,48994.6,8.99473719965387,3.16908113069357,0.29,10.81,3.134e-27,7.240e-23,4.00635800675162e-25,0,6665.6,5194,4480.5,54554.1,52410.3,40019.3
GBX2,7761.3,7402.7,358.6,0.048366612447048,-4.36984469348337,0.4,-10.8,3.314e-27,7.655e-23,4.21222531753129e-25,0,6014.1,5557.6,10636.5,279.3,296,500.5
NR0B2,2627,1.8,2625.2,1443.22082853338,10.4950763494635,0.97,10.8,3.445e-27,7.957e-23,4.35339109086228e-25,0,2,1.4,2.1,1039,498.4,6338.1
EEF1A1P24,521.2,9.1,512.1,54.5889002563771,5.77053572784543,0.53,10.79,3.889e-27,8.981e-23,4.88651663645361e-25,0,14.1,9.1,4.2,705.1,329,502.1
CYTH3,9686.9,8440.7,1246.1,0.147598997100322,-2.76024517622149,0.26,-10.78,4.307e-27,9.948e-23,5.38268090227045e-25,0,7889.5,7549.8,9882.9,1203.8,1161.8,1372.8
PDE4B,698.8,1.2,697.6,661.744028766245,9.37012946142484,0.87,10.75,5.651e-27,1.305e-22,6.98345723445636e-25,0,0,1.4,2.1,1005.8,693.1,394
S100A4,86245.8,6881.7,79364.1,11.5324135064361,3.52762256706083,0.33,10.75,5.633e-27,1.301e-22,6.98345723445636e-25,0,8251.2,5699.6,6694.3,75407.9,59320.8,103363.5
GNAI2P1,594,0.9,593.1,583.212649975177,9.18787820206394,0.85,10.75,5.990e-27,1.383e-22,7.36151423234676e-25,0,1.3,1.4,0,716.9,366.4,695.9
FTLP16,1716.4,0.7,1715.7,3255.03742321778,11.6684584148365,1.09,10.74,6.354e-27,1.467e-22,7.7659087170068e-25,0,0,0,2.1,1608.2,1293.9,2245.1
RPL34P33,446,21.1,425,19.9228127332741,4.31634943857252,0.4,10.73,7.478e-27,1.727e-22,9.09044698327266e-25,0,27.5,21.1,14.6,468.7,342.2,464
SSBP2,2504.2,141.6,2362.6,16.7134399123039,4.06293679020615,0.38,10.71,8.945e-27,2.065e-22,1.08150331667274e-24,0,118.1,143.5,163.2,3097.7,2542.6,1447.5
BTG2,16535.9,1866.7,14669.3,7.85833595150184,2.9742238457306,0.28,10.67,1.442e-26,3.329e-22,1.73398897630277e-24,0,1998.2,1799.6,1802.2,11897.6,18247.2,13863
RPS2P18,363.9,2.9,361,125.978415969925,6.9770327660352,0.65,10.65,1.669e-26,3.853e-22,1.99602216200656e-24,0,0.7,4.9,3.1,434.4,238.7,409.9
BASP1,1005.1,4.7,1000.4,204.568577221259,7.67644074654609,0.72,10.64,1.940e-26,4.478e-22,2.30785954242748e-24,0,11.4,0.7,2.1,1339.7,612.8,1048.7
GPX1P1,3153.4,341.9,2811.5,8.22769896224965,3.04048900902878,0.29,10.64,2.012e-26,4.644e-22,2.38061007047795e-24,0,347.6,290.4,387.7,2422.5,2651.5,3360.5
TENT5A,3941.3,424.4,3516.9,8.29427744478353,3.05211630640938,0.29,10.63,2.181e-26,5.035e-22,2.56789788456798e-24,0,332.8,433.2,507.2,3113.8,3711.1,3725.9
RPSAP46,363.4,1.6,361.8,232.555172939457,7.86142922119217,0.74,10.62,2.405e-26,5.552e-22,2.81669643432314e-24,0,2.7,0,2.1,369.2,272.9,443.3
NT5E,11953.8,11402,551.8,0.0483568359412484,-4.37013633975358,0.41,-10.61,2.568e-26,5.928e-22,2.99177546616178e-24,0,11632.3,14427.4,8146.2,602.4,315.8,737.2
RHOB,16758.3,912.8,15845.5,17.3642190815094,4.11804562495276,0.39,10.61,2.642e-26,6.099e-22,3.06226818629696e-24,0,803.2,793.9,1141.2,10323.6,14128,23084.9
RHOH,380,1.4,378.6,290.703689433775,8.18340557116987,0.77,10.61,2.757e-26,6.363e-22,3.17889136129939e-24,0,1.3,0.7,2.1,332.8,499.5,303.5
PRDX5P1,515.1,0.9,514.2,504.270798905112,8.97805487452954,0.85,10.58,3.738e-26,8.626e-22,4.28732678768789e-24,0,0.7,2.1,0,580,347.7,614.9
CD74,6032.5,103.4,5929.2,57.3605129349838,5.84198601999846,0.55,10.57,4.037e-26,9.317e-22,4.60728002218046e-24,0,108.7,100.6,100.8,11652.6,2950.8,3184.1
EEF1A1P30,474.9,1.5,473.4,355.634553081285,8.4742516914938,0.8,10.57,4.146e-26,9.567e-22,4.70700931829362e-24,0,0.7,0.7,3.1,662.3,293.8,464
ATP5F1BP1,429.3,3.1,426.2,153.154761889426,7.25884641369794,0.69,10.55,4.859e-26,1.121e-21,5.48868510685278e-24,0,0.7,1.4,7.3,543.6,320.2,414.7
GJA1,454.6,4.4,450.2,109.174321177252,6.77048975054935,0.64,10.55,4.900e-26,1.131e-21,5.50754150230809e-24,0,0.7,4.2,8.3,614.2,359.8,376.6
ATF4P3,528.9,42.3,486.6,11.5363586518676,3.52811601697364,0.33,10.55,4.962e-26,1.145e-21,5.54948510894979e-24,0,45.6,34.5,46.8,519,418.1,522.7
HTR6,3838.9,3743.6,95.3,0.0255377438906252,-5.29122511272066,0.5,-10.53,6.058e-26,1.398e-21,6.7420779445825e-24,0,3080.5,2779.1,5371.2,163.7,53.9,68.3
OLFM1,509.2,2.7,506.5,182.284674238583,7.51004946026068,0.71,10.53,6.101e-26,1.408e-21,6.75629085399447e-24,0,6,0,2.1,614.2,576.5,328.9
ADM,6000.9,84.5,5916.4,70.2235455254881,6.13388293335764,0.58,10.53,6.402e-26,1.477e-21,7.05455647132891e-24,0,84.5,26.7,142.4,4422.4,4370.1,8956.6
PPIAP47,549.2,2.5,546.7,203.349082715733,7.66781467275846,0.73,10.49,9.273e-26,2.139e-21,1.01676363491656e-23,0,6,1.4,0,800.4,334.5,505.3
KLRK1-AS1,1712.1,2.4,1709.6,760.157453543677,9.57015446875086,0.91,10.49,9.322e-26,2.151e-21,1.01715870648864e-23,0,0.7,1.4,5.2,568.2,728.3,3832.4
LINC02732,607.9,3.3,604.6,175.726880523642,7.45719108363628,0.71,10.49,9.932e-26,2.291e-21,1.07841929838174e-23,0,8.1,0.7,1,522.2,440.1,851.6
PPIAP55,293.2,5.2,288.1,55.7733015158353,5.80150276912114,0.55,10.49,1.006e-25,2.320e-21,1.08661689439565e-23,0,4.7,5.6,5.2,407.7,199.1,257.4
GAPDHP58,376.5,10.4,366.1,35.7220263175559,5.1587420139628,0.49,10.45,1.395e-25,3.218e-21,1.50015496906331e-23,0,7.4,11.3,12.5,493.3,236.5,368.6
EIF4A1P9,259.2,5.2,254,50.7109014900623,5.66422401637694,0.54,10.44,1.690e-25,3.898e-21,1.80853860259186e-23,0,4.7,3.5,7.3,323.1,195.8,243.1
CLEC4M,935.3,0.8,934.5,1196.27070948631,10.2243281851014,0.98,10.43,1.781e-25,4.108e-21,1.89700261207161e-23,0,0,1.4,1,577.8,687.6,1538
ATP5MC2P1,317.5,10.5,306.9,29.0132300454964,4.85863901473256,0.47,10.41,2.236e-25,5.158e-21,2.3707914412284e-23,0,10.7,10.5,10.4,330.6,205.7,384.5
GAPDHP39,680.1,0.7,679.5,888.148556999992,9.794657200271,0.94,10.4,2.372e-25,5.471e-21,2.50285021482274e-23,0,1.3,0.7,0,894.5,465.4,678.5
PLD4,701.6,11.6,690,61.1383888500162,5.93400662897816,0.57,10.39,2.632e-25,6.070e-21,2.76426115144279e-23,0,4,12,18.7,789.7,404.9,875.5
CFL1P5,562.4,15.8,546.6,34.6050605908822,5.11291112568313,0.49,10.38,2.958e-25,6.821e-21,3.09185735204957e-23,0,11.4,20.4,15.6,648.4,297.1,694.3
SLC25A5P7,472,25,447,17.654312224874,4.14194871269452,0.4,10.34,4.603e-25,1.061e-20,4.78891635021669e-23,0,33.5,23.9,17.7,508.3,357.6,475.1
RTTN,6651.2,5929.5,721.8,0.121781835828639,-3.037629128426,0.29,-10.33,4.990e-25,1.151e-20,5.16746920409628e-23,0,5396.8,7305.1,5086.5,850.7,685.4,629.2
LPCAT2,1189.6,0,1189.6,8201.22753108169,13.0016241481077,1.26,10.33,5.083e-25,1.172e-20,5.2390622051192e-23,0,0,0,0,1653.2,777.9,1137.6
HES1,16306.8,782.5,15524.3,19.8451184609238,4.31071226909093,0.42,10.3,6.825e-25,1.574e-20,7.00332471874377e-23,0,744.1,574.5,1028.9,8631.9,17733.4,20207.5
GALNT7,1482.4,35.5,1446.9,41.2034210319782,5.36469222115439,0.52,10.3,7.396e-25,1.705e-20,7.55374244568929e-23,0,13.4,35.9,57.2,1892.9,1357.7,1090
PPIAP87,403.5,12.7,390.8,31.3055988992669,4.96834879619371,0.48,10.29,7.675e-25,1.769e-20,7.80374888994047e-23,0,8.1,13.4,16.6,543.6,290.5,338.4
PPIC,3322.1,518.5,2803.6,5.40494627087471,2.43428027658566,0.24,10.29,7.789e-25,1.796e-20,7.88339737167056e-23,0,513.3,561.9,480.2,2653.7,2746.2,3010.9
RPL3P3,447.3,21.1,426.2,20.1807081336757,4.33490489386175,0.42,10.27,9.665e-25,2.228e-20,9.7385031391091e-23,0,22.1,20.4,20.8,571.4,289.4,417.9
EIF4A1P5,393.1,14.5,378.6,26.220344527747,4.71261473716734,0.46,10.26,1.118e-24,2.578e-20,1.12178287893208e-22,0,15.4,13.4,14.6,547.9,282.8,305.1
CXCR4,385.1,1.3,383.8,255.814567600117,7.99895461195373,0.78,10.25,1.177e-24,2.713e-20,1.17544402054794e-22,0,4,0,0,307.1,413.7,430.6
MTND4P12,4773.4,662.9,4110.4,6.20179530604468,2.6326859097255,0.26,10.24,1.269e-24,2.925e-20,1.2614948119025e-22,0,660.3,649.8,678.7,3870.3,4882.8,3578.2
PPIAP71,481,1.9,479.1,293.538814905872,8.19740747460822,0.8,10.23,1.397e-24,3.220e-20,1.38282354065973e-22,0,0.7,0.7,4.2,644.2,235.4,557.7
TRPM8,448.5,2.6,445.9,161.953207835553,7.33943323390418,0.72,10.23,1.503e-24,3.464e-20,1.48110801469845e-22,0,4,2.8,1,183,587.5,567.2
EEF1A1P22,496.9,13.7,483.2,34.9397029079074,5.12679543596656,0.5,10.22,1.641e-24,3.782e-20,1.60984328114162e-22,0,14.1,17.6,9.4,739.4,325.7,384.5
PPIAP40,1649.7,59.4,1590.3,26.6581097731504,4.73650258283183,0.46,10.2,1.919e-24,4.423e-20,1.87367563701342e-22,0,90.6,47.1,40.5,2308,1058.4,1404.6
HSPA8P1,3286.6,415,2871.5,6.91405512968727,2.78953210707288,0.27,10.2,1.927e-24,4.440e-20,1.87367563701342e-22,0,481.8,407.9,355.4,3295.7,2695.6,2623.3
PLSCR1,406.3,15.5,390.8,25.6017464367744,4.67817032268039,0.46,10.2,2.043e-24,4.707e-20,1.9780951603774e-22,0,12.7,12,21.8,272.9,400.5,498.9
MESTP3,1203.8,119,1084.8,9.14710414740992,3.19331507744866,0.31,10.19,2.139e-24,4.928e-20,2.06191178273973e-22,0,98,108.3,150.7,1000.5,1021,1233
MT-RNR2,2420498.2,202284.4,2218213.7,10.9657997523145,3.4549391286611,0.34,10.18,2.322e-24,5.351e-20,2.22938945755205e-22,0,257428.6,206278.3,143146.4,2756937.1,1842284.2,2055419.9
ANKRD33B,6522.6,6383.6,139,0.0216683715137589,-5.52826545800012,0.54,-10.18,2.504e-24,5.770e-20,2.39382915999381e-22,0,5125,5273.5,8752.2,88.8,66,262.2
ACTBL2,1061.9,5.4,1056.6,190.278185182264,7.57196636024957,0.75,10.14,3.804e-24,8.764e-20,3.62076190748764e-22,0,2.7,13.4,0,1363.2,668.9,1137.6
LINC01010,1866.5,42.1,1824.5,43.0596935507473,5.42826614698911,0.54,10.13,4.023e-24,9.269e-20,3.81335282876733e-22,0,60.4,47.1,18.7,2889.1,1074.9,1509.4
MS4A6A,1577.3,0.5,1576.9,3077.91661887935,11.5877384340804,1.15,10.11,5.073e-24,1.169e-19,4.78783952682615e-22,0,0,1.4,0,768.3,2322.6,1639.7
RPSAP11,415.8,1.1,414.6,395.420388569621,8.62724345064948,0.85,10.1,5.478e-24,1.262e-19,5.14852358106507e-22,0,1.3,0,2.1,421.6,277.3,545
LMO2,927.7,39.7,887.9,22.4263280452068,4.48712151626391,0.45,10.06,7.960e-24,1.833e-19,7.44938023218309e-22,0,36.2,35.2,47.8,1103.2,464.3,1096.3
RPS19P1,1272.8,38,1234.8,32.5708948368732,5.02551145106531,0.5,10.04,1.058e-23,2.438e-19,9.86513169728561e-22,0,54.4,16.9,42.6,1251.9,803.2,1649.3
MT-RNR1,63703.8,6395.6,57308.2,8.9598342794528,3.16347204853035,0.32,10.03,1.071e-23,2.466e-19,9.93715090376407e-22,0,8522.3,6038.6,4626,56966,55712.1,59246.4
UCP2,13050.6,1261.6,11789.1,9.34262607106023,3.22382812672121,0.32,10.03,1.160e-23,2.673e-19,1.07260426563247e-21,0,1262.1,1450,1072.6,13009.4,8266,14091.8
NCKAP1L,1378.8,0.5,1378.3,2689.54873129805,11.3931484136769,1.14,10.02,1.259e-23,2.899e-19,1.15879521228345e-21,0,0,1.4,0,2189.3,878,1067.7
FTMT,1035.1,0.5,1034.7,2016.9225106387,10.9779399419076,1.1,10.01,1.357e-23,3.125e-19,1.24382900918727e-21,0,0.7,0.7,0,1183.4,716.2,1204.4
ATP10D,985.4,50.7,934.7,18.3625484670442,4.1986943935966,0.42,10,1.601e-23,3.686e-19,1.46131952628768e-21,0,44.3,72.4,35.3,1254.1,846.1,703.9
HSPD1P7,225,3.6,221.4,64.4662777581481,6.01047278048543,0.6,9.99,1.670e-23,3.845e-19,1.51828359543171e-21,0,1.3,4.2,5.2,260,220,184.3
HLA-A,44068.3,5818.3,38250,6.57438304571905,2.71685551514355,0.27,9.97,2.015e-23,4.640e-19,1.82477280403131e-21,0,5841.7,4950,6663.1,35360,34071.8,45318.3
H3P16,3012.7,229.5,2783.2,12.1089157175508,3.59799778081583,0.36,9.97,2.035e-23,4.686e-19,1.83533306516376e-21,0,294.6,219.4,174.6,3372.7,1948.5,3028.4
RAP1BP1,410.2,6,404.2,66.8140965354437,6.06208061160259,0.61,9.97,2.059e-23,4.740e-19,1.84936667012564e-21,0,8.1,5.6,4.2,630.2,194.7,387.7
DNMBP,4272.7,3684.8,587.9,0.159477349357834,-2.64857656299533,0.27,-9.96,2.242e-23,5.162e-19,2.00606858751346e-21,0,3034.2,4012.6,4007.6,597.1,532.5,634
PSME2P4,304.2,5.6,298.7,51.9105686354947,5.69795638618318,0.57,9.96,2.353e-23,5.418e-19,2.09714059582096e-21,0,8.7,4.9,3.1,416.2,200.2,279.6
KIF2C,18271.5,15252.8,3018.7,0.197947965286681,-2.33680685695053,0.24,-9.93,3.000e-23,6.907e-19,2.6632037889511e-21,0,14755.1,15314.8,15688.6,3362,3059.7,2634.4
NMT2,7656.5,6732.7,923.8,0.137248219343724,-2.86514066303863,0.29,-9.93,3.036e-23,6.988e-19,2.6837422627613e-21,0,6560.3,7217.9,6419.9,1178.1,755.9,837.3
TMSB4XP2,796.5,38.6,757.9,19.5273365688774,4.28742328113662,0.43,9.9,4.330e-23,9.967e-19,3.81294078726912e-21,0,55,31.6,29.1,947,497.3,829.4
HSPA5P1,1482.2,58.9,1423.3,24.111885846104,4.59167258674125,0.46,9.89,4.395e-23,1.012e-18,3.85504811755552e-21,0,70.5,60.5,45.7,2265.2,1213.5,791.3
SLC7A8,1142,36.9,1105,30.0861482989223,4.91102751609075,0.5,9.89,4.578e-23,1.054e-18,4.00029735262511e-21,0,41.6,18.3,50.9,1312.9,632.6,1369.6
SORL1,313.8,1.3,312.5,294.43316256156,8.20179636378057,0.83,9.89,4.727e-23,1.088e-18,4.11405595634942e-21,0,0.7,0,3.1,347.8,303.7,286
IGFBP5,1032.9,11.7,1021.2,88.1863598845236,6.46248362086571,0.65,9.89,4.805e-23,1.106e-18,4.16556890337855e-21,0,9.4,9.1,16.6,319.9,1896.8,846.9
HLA-H,4488.8,570.6,3918.2,6.86681723446577,2.77964156570609,0.28,9.88,5.179e-23,1.192e-18,4.4729457305709e-21,0,607.2,502.8,601.8,3718.3,3266.6,4769.8
IL1B,780.4,0,780.4,5377.13503673554,12.3926219873304,1.26,9.87,5.393e-23,1.241e-18,4.63968165979304e-21,0,0,0,0,546.8,742.7,1051.8
HSPA8P7,2301.9,175.1,2126.9,12.1175072837004,3.59902104458006,0.36,9.87,5.677e-23,1.306e-18,4.86496581407408e-21,0,224.1,192,109.1,2518.8,1883.6,1978.2
MBP,12425.6,12005.4,420.2,0.0350033859555634,-4.83636170585916,0.49,-9.86,6.325e-23,1.455e-18,5.39972284611493e-21,0,10837.2,11546.2,13632.8,648.4,159.5,452.8
PROSER2,7380.5,6842.7,537.8,0.0785878596011101,-3.66954973029428,0.37,-9.85,6.576e-23,1.513e-18,5.59324531299885e-21,0,5536.4,4787.6,10204.1,494.4,564.4,554.5
CPE,2026.2,251.5,1774.7,7.06738286855094,2.82117606771177,0.29,9.84,7.560e-23,1.740e-18,6.40517583303627e-21,0,202,257.4,295.2,1934.6,1813.2,1576.2
BTF3P7,245.8,7,238.8,34.1918579892507,5.09558091599289,0.52,9.81,1.000e-22,2.301e-18,8.44161703213034e-21,0,6.7,7,7.3,329.6,173.8,212.9
KDM6A,607.4,1.1,606.2,484.325932796951,8.91983444259226,0.91,9.8,1.107e-22,2.548e-18,9.31214012925486e-21,0,1.3,2.1,0,1140.6,272.9,405.2
CBLC,363.9,358.8,5.1,0.0151352422703616,-6.04594442115361,0.62,-9.79,1.206e-22,2.774e-18,1.00620646292464e-20,0,390.5,265.1,420.9,8.6,6.6,0
NFIA,1308.4,98.1,1210.2,12.3529281991017,3.62678116079329,0.37,9.79,1.202e-22,2.765e-18,1.00620646292464e-20,0,64.4,116.7,113.3,952.3,1224.6,1453.8
ARID1B,469,0.9,468.1,591.694812494496,9.2087094365252,0.94,9.79,1.239e-22,2.849e-18,1.02239488714395e-20,0,0,0.7,2.1,646.3,386.2,371.8
ID2,10218.5,1067.9,9150.6,8.56796879845423,3.09895322630697,0.32,9.79,1.239e-22,2.849e-18,1.02239488714395e-20,0,1062.9,1096.3,1044.5,9561.7,6308.7,11581.4
NPL,1693.8,65.7,1628.1,24.6523210175823,4.62365157771445,0.47,9.79,1.236e-22,2.844e-18,1.02239488714395e-20,0,73.1,90.7,33.3,2068.4,993.5,1822.5
PPP3CA,1128.8,33.9,1094.9,32.7457553130887,5.03323600350265,0.51,9.78,1.441e-22,3.315e-18,1.18526899132699e-20,0,20.1,18.3,63.4,1226.2,949.5,1109
DNAJB1P1,1276.5,43.6,1232.9,28.5632076659427,4.83608609890048,0.49,9.77,1.487e-22,3.420e-18,1.2183227597766e-20,0,23.5,29.5,77.9,1187.7,1036.4,1474.5
HCLS1,325.9,1.1,324.7,257.896564858639,8.01064874656059,0.82,9.77,1.556e-22,3.579e-18,1.27024712100156e-20,0,2.7,0.7,0,365.9,207.9,400.4
GAPDHP44,803.6,72.8,730.8,10.0516916302631,3.32936641233335,0.34,9.77,1.573e-22,3.618e-18,1.27956557841028e-20,0,61.7,78.8,77.9,904.2,558.9,729.3
RPL17P9,205.8,4.8,201,41.2319749697317,5.36569166139585,0.55,9.75,1.766e-22,4.062e-18,1.4293080271097e-20,0,4.7,5.6,4.2,236.5,144.1,222.4
ACTBP9,3936.4,260.4,3676.1,14.1355649989855,3.82125764377588,0.39,9.75,1.770e-22,4.071e-18,1.4293080271097e-20,0,226.8,212.4,341.9,4627.9,2253.3,4147
RAB3B,1124.2,1034.3,89.9,0.0864382640775344,-3.53218609064394,0.36,-9.74,1.940e-22,4.460e-18,1.56053297017235e-20,0,1028,810.1,1264.9,68.5,83.6,117.6
HSPB8,667.7,3.4,664.3,190.983783992761,7.57730633721692,0.78,9.74,1.966e-22,4.521e-18,1.57617150434045e-20,0,8.1,0,2.1,501.8,448.9,1042.3
RPS12P32,612.2,6.2,606,93.7476672096844,6.55071088621639,0.67,9.73,2.200e-22,5.058e-18,1.75740533684013e-20,0,8.7,9.8,0,757.6,345.5,715
RPL4P3,639.5,7.8,631.7,81.1180095698308,6.34195034758655,0.65,9.73,2.295e-22,5.277e-18,1.82684775617049e-20,0,1.3,14.8,7.3,859.2,451.1,584.7
PTPRC,580.2,0.8,579.4,742.375300589301,9.53600490143889,0.98,9.72,2.394e-22,5.503e-18,1.89461296427898e-20,0,0,1.4,1,929.9,369.7,438.5
RPL15P5,261,2.9,258.1,96.4369102489195,6.5915135239285,0.68,9.72,2.397e-22,5.511e-18,1.89461296427898e-20,0,2.7,0.7,5.2,337.1,178.2,259
MAN1A1,693,0,693,4776.44622955767,12.2217219083455,1.26,9.72,2.423e-22,5.570e-18,1.90816746867981e-20,0,0,0,0,858.2,453.3,767.4
DAB2,1090.8,0.6,1090.2,2092.44807127212,11.030976104213,1.14,9.71,2.671e-22,6.139e-18,2.09593143413505e-20,0,0.7,0,1,1655.3,566.6,1048.7
SOCS1,1811.7,81,1730.7,21.3167568629416,4.41391605767233,0.45,9.71,2.771e-22,6.369e-18,2.16692270206144e-20,0,102.7,73.8,66.5,1135.3,1244.4,2812.3
EGR4,4433,118.3,4314.7,36.5394784064121,5.19138413482284,0.54,9.7,3.065e-22,7.046e-18,2.38882272057032e-20,0,77.8,111.8,165.3,1646.8,4746.4,6551
