SYMBOL,baseMean,baseMeanA,baseMeanB,foldChange,log2FoldChange,PValue,PAdj,FDR,falsePos,s_MiaFRFP_1,s_MiaFRFP_2,s_MiaFRFP_3,s_Part1Lag_1,s_Part1Lag_2,s_Part1Lag_3
FOSB,22266.7,212.3,22054.3,104.212884732113,6.70338985117168,5.13e-07,8.88e-03,4.89408891933131e-05,0,258,108,271,11115,22645,32403
GLUL,722.7,4.3,718.3,143.583919127617,7.16575037142916,5.15e-07,8.91e-03,4.89408891933131e-05,0,8,5,0,677,547,931
EVL,760.7,0.3,760.3,1904.07948138836,10.8948779865283,5.24e-07,9.06e-03,4.9502728202568e-05,0,1,0,0,772,557,952
ATP5MGP2,131.3,1.7,129.7,64.4494836342654,6.0100968947269,5.38e-07,9.32e-03,5.00137753204569e-05,0,2,2,1,194,93,102
MTCL1,9894,9562.7,331.3,0.0343901746581139,-4.86185974684533,5.38e-07,9.32e-03,5.00137753204569e-05,0,7469,7684,13535,248,272,474
RANP5,285.7,2.7,283,109.595828586141,6.77604907755659,5.39e-07,9.32e-03,5.00137753204569e-05,0,1,5,2,419,171,259
MT-ND1,67288.3,8033,59255.3,7.37606133857065,2.88285065312134,5.41e-07,9.37e-03,5.00137753204569e-05,0,9106,7567,7426,53987,59695,64084
PPIAP9,1652.3,13,1639.3,120.223230289656,6.9095718793809,5.43e-07,9.40e-03,5.00137753204569e-05,0,20,11,8,2322,872,1724
TUBA4A,1973,7,1966,248.608863638072,7.95773392340861,5.47e-07,9.46e-03,5.00510833274339e-05,0,15,6,0,2313,1154,2431
PPIAP47,581,2.7,578.3,186.408182276628,7.54232137740015,5.53e-07,9.56e-03,5.00510833274339e-05,0,6,2,0,829,346,560
CPA5,11696,66.7,11629.3,175.244031668686,7.45322150060913,5.56e-07,9.62e-03,5.00510833274339e-05,0,89,31,80,4968,13228,16692
RPL9P18,222,3.3,218.7,69.4964728241674,6.118867853037,5.59e-07,9.67e-03,5.00510833274339e-05,0,3,2,5,279,165,212
CACNG7,406.7,405,1.7,0.00349577128664548,-8.16017348609823,5.62e-07,9.72e-03,5.00510833274339e-05,0,425,318,472,0,0,5
HMGB1P12,240,1,239,252.081256703597,7.97774504154497,5.64e-07,9.76e-03,5.00510833274339e-05,0,1,0,2,338,134,245
PFN1P9,815,7.7,807.3,113.867760670282,6.83121552501322,5.64e-07,9.76e-03,5.00510833274339e-05,0,5,4,14,903,518,1001
EEF1A1P3,737,8.3,728.7,86.8934788780267,6.44117600560546,5.68e-07,9.82e-03,5.00510833274339e-05,0,8,6,11,1001,487,698
HSPD1P7,237.3,3.7,233.7,63.4119925064927,5.98668380423477,5.69e-07,9.85e-03,5.00510833274339e-05,0,1,5,5,269,228,204
COX4I1P1,129.3,2.3,127,54.5205143645356,5.76872726795609,5.73e-07,9.91e-03,5.01050245013715e-05,0,2,2,3,152,83,146
RIPOR3,3344.3,33.3,3311,102.524296936339,6.67982204014617,5.93e-07,1.03e-02,5.15934318357774e-05,0,9,37,54,2692,4112,3129
ATF4P1,113.3,2.3,111,47.3824848394591,5.56628195348164,5.98e-07,1.03e-02,5.1678641464565e-05,0,3,2,2,118,79,136
MT-ATP6,46449,4480.7,41968.3,9.36454752249893,3.22720928781404,6.02e-07,1.04e-02,5.1678641464565e-05,0,5463,4510,3469,45147,44100,36658
SNRPCP11,77,1.3,75.7,61.0982011052442,5.9330579987489,6.05e-07,1.05e-02,5.1678641464565e-05,0,1,2,1,78,52,97
EEF1A1P33,241.7,1.3,240.3,137.239275729537,7.10054960708312,6.09e-07,1.05e-02,5.1678641464565e-05,0,2,2,0,394,131,196
KRT5,16025,9.7,16015.3,1727.14879664211,10.7541766633775,6.11e-07,1.06e-02,5.1678641464565e-05,0,4,11,14,3767,25647,18632
CYTH4,385.7,2,383.7,165.336482934202,7.36926129275205,6.12e-07,1.06e-02,5.1678641464565e-05,0,4,0,2,495,180,476
ACTG1P12,1162.7,38.7,1124,29.4378459018069,4.87960020172793,6.14e-07,1.06e-02,5.1678641464565e-05,0,43,28,45,1325,859,1188
MT-ATP8,4426.7,412,4014.7,9.73629210434837,3.28337245186154,6.29e-07,1.09e-02,5.26188694236225e-05,0,431,426,379,4586,4047,3411
ATP5PFP3,150.7,1.3,149.3,123.261632415903,6.94557999245773,6.35e-07,1.10e-02,5.28971774560242e-05,0,0,2,2,218,115,115
RPL7AP38,145.3,1.3,144,95.5597093912526,6.57833056127646,6.55e-07,1.13e-02,5.42686674988295e-05,0,2,0,2,164,90,178
GJA1,480,4.7,475.3,111.304796113476,6.79837194939124,6.71e-07,1.16e-02,5.53660924426843e-05,0,1,5,8,636,372,418
GAS7,440.7,1,439.7,363.194186086795,8.50459729832072,6.75e-07,1.17e-02,5.54628187678286e-05,0,0,3,0,285,785,249
LINC02732,651,3.7,647.3,164.284003880977,7.36004820356809,6.93e-07,1.20e-02,5.66765743962763e-05,0,9,1,1,541,456,945
GAPDHP26,825.3,0.3,825,2063.01818219525,11.0105408209846,7.01e-07,1.21e-02,5.70307926437816e-05,0,0,0,1,1015,535,925
ATP5PBP7,117.7,1.7,116,66.5545069510872,6.05646446103687,7.06e-07,1.22e-02,5.71933050969948e-05,0,3,1,1,172,88,88
LRRC8D-DT,1806.7,1754,52.7,0.0296962350526299,-5.07357615488352,7.24e-07,1.25e-02,5.82929601257616e-05,0,1529,1575,2158,64,27,67
RPL32P32,276,2,274,133.770462644326,7.06361578482093,7.26e-07,1.26e-02,5.82929601257616e-05,0,1,5,0,305,157,360
LSP1,2544.3,3.7,2540.7,642.535417078926,9.32763216880634,7.47e-07,1.29e-02,5.96741864461888e-05,0,4,4,3,551,3608,3463
BASP1,1066.7,5,1061.7,191.782046721055,7.58332386154473,7.66e-07,1.32e-02,6.08827834932592e-05,0,12,1,2,1388,634,1163
RPL14P6,81,1.7,79.3,44.6604858107079,5.4809270395741,7.73e-07,1.33e-02,6.11677605137577e-05,0,1,2,2,95,50,93
RGS1,938.7,1,937.7,990.025194068939,9.95132142900317,7.80e-07,1.35e-02,6.14971443339527e-05,0,0,0,3,1757,721,335
MAP1B,11227,10383.7,843.3,0.0809727115660334,-3.62642039932589,7.90e-07,1.36e-02,6.18091085605182e-05,0,8592,11359,11200,634,759,1137
KCTD12,2004,10.3,1993.7,177.822921771855,7.4742974925428,7.91e-07,1.37e-02,6.18091085605182e-05,0,20,5,6,1619,1151,3211
GBP6,509,0.3,508.7,1275.11662551142,10.3164134904538,8.01e-07,1.38e-02,6.22602256019224e-05,0,0,0,1,587,490,449
MT-ND2,57497,5770.3,51726.7,8.96272794614888,3.16393790587554,8.13e-07,1.40e-02,6.2937233404744e-05,0,7173,5645,4493,56531,54255,44394
RPL36AP49,122,1,121,127.742450409064,6.9970942200433,8.18e-07,1.41e-02,6.30584502627255e-05,0,1,0,2,143,100,120
ACTG1P3,1379,11,1368,116.363967133496,6.86250057718204,8.27e-07,1.43e-02,6.34630757876506e-05,0,21,5,7,1532,785,1787
POTEG,1171,15.3,1155.7,78.4808993352783,6.29426966879813,8.41e-07,1.45e-02,6.421383234784e-05,0,9,11,26,1373,703,1391
RPL30P14,230.3,0.7,229.7,343.059016972754,8.42231297658044,8.66e-07,1.50e-02,6.56340276043377e-05,0,1,1,0,322,164,203
FRMD4B,437,5.3,431.7,73.6037395699995,6.20170716174082,8.68e-07,1.50e-02,6.56340276043377e-05,0,9,2,5,469,322,504
BCHE,2218.7,4.7,2214,402.645940099812,8.65336797647274,8.70e-07,1.50e-02,6.56340276043377e-05,0,14,0,0,1583,3233,1826
TRPM8,478.3,2.7,475.7,151.764564741387,7.24569116735527,8.77e-07,1.51e-02,6.57430567447636e-05,0,4,3,1,190,608,629
KRT17,51204,41,51163,1206.99660569524,10.237205903627,8.79e-07,1.52e-02,6.57430567447636e-05,0,40,66,17,13547,94468,45474
EEF1A1P12,1851.7,79.3,1772.3,22.2442791890263,4.47536244459163,9.42e-07,1.63e-02,6.97003057842053e-05,0,92,82,64,2310,1186,1821
ARHGAP15,415.3,1,414.3,437.176950260577,8.7720735280641,9.43e-07,1.63e-02,6.97003057842053e-05,0,0,0,3,691,233,319
ACTG1P2,1460.7,48.7,1412,28.9798989466339,4.85698065909054,9.44e-07,1.63e-02,6.97003057842053e-05,0,48,42,56,1915,900,1421
PTPN6,2521,78.3,2442.7,31.3820315633005,4.9718668452631,9.57e-07,1.65e-02,7.01567249211325e-05,0,82,62,91,3326,1358,2644
RPL19P6,1390.7,15,1375.7,88.4773620007867,6.46723646638766,9.63e-07,1.66e-02,7.01567249211325e-05,0,27,7,11,1609,821,1697
CRIP1P4,110.7,1,109.7,74.1562389845081,6.21249617088974,9.65e-07,1.66e-02,7.01567249211325e-05,0,1,2,0,81,156,92
RPLP0P4,136.7,2,134.7,57.5930114312501,5.84782185472905,9.67e-07,1.67e-02,7.01567249211325e-05,0,2,2,2,156,72,176
GATM,21319,43.7,21275.3,466.472755829111,8.86564901323544,9.96e-07,1.72e-02,7.17935322487785e-05,0,70,56,5,33826,10212,19788
MTATP6P1,9925.3,947.7,8977.7,9.46387559136098,3.24243110866225,9.97e-07,1.72e-02,7.17935322487785e-05,0,1217,910,716,8839,9738,8356
BTG2,17503,1971,15532,7.87812621706773,2.97785253084876,1.00e-06,1.73e-02,7.18307360124651e-05,0,2150,1956,1807,12329,18889,15378
HMGB1P24,136.3,1.3,135,91.9504098992048,6.52278410082672,1.03e-06,1.77e-02,7.32985773105901e-05,0,1,3,0,196,109,100
ADIPOR1P2,236.7,3.3,233.3,68.4093926988409,6.09612251750913,1.04e-06,1.79e-02,7.3429617771961e-05,0,4,4,2,294,133,273
CYP17A1,197,1,196,208.924373922955,7.70683700236405,1.04e-06,1.79e-02,7.3429617771961e-05,0,1,2,0,315,109,164
PPIAP85,731.7,0.3,731.3,1830.18121723876,10.8377707901484,1.04e-06,1.80e-02,7.35192176352711e-05,0,0,0,1,982,473,739
ELMO1,513.7,0.7,513,758.441431490329,9.56689396647528,1.08e-06,1.87e-02,7.59188757067141e-05,0,0,0,2,697,253,589
MYO10,65005,63165.7,1839.3,0.0290372322152508,-5.10595224538157,1.08e-06,1.87e-02,7.59188757067141e-05,0,53493,61234,74770,1288,1096,3134
THSD1,9830.7,9176,654.7,0.0711188721498502,-3.81362374463854,1.10e-06,1.89e-02,7.63223841731041e-05,0,9371,8858,9299,706,387,871
SUSD4,841.3,35.3,806,22.5326085841596,4.49394243791387,1.10e-06,1.90e-02,7.63223841731041e-05,0,40,35,31,613,904,901
ATP6V0A4,132.3,1,131.3,108.260535427294,6.75836361813659,1.11e-06,1.92e-02,7.66021248623505e-05,0,1,0,2,86,197,111
ABI3,388,1.3,386.7,218.702137731039,7.77282351203039,1.11e-06,1.92e-02,7.66021248623505e-05,0,4,0,0,450,164,546
GBX2,8109,7725.7,383.3,0.049287553635075,-4.34263281448952,1.13e-06,1.95e-02,7.74868325380723e-05,0,6472,6040,10665,289,306,555
KIAA1755,1832.3,1799.3,33,0.0169273243986972,-5.88450223672927,1.14e-06,1.96e-02,7.75922654124509e-05,0,1773,1479,2146,26,11,62
SPAG5,17869.3,15208,2661.3,0.174994311312507,-2.5146200709705,1.14e-06,1.97e-02,7.77370637321156e-05,0,14457,15841,15326,2698,2558,2728
S100A4,91999.7,7262.3,84737.3,11.6669195639131,3.54435178905086,1.15e-06,1.98e-02,7.77423566540088e-05,0,8880,6195,6712,78140,61409,114663
PPIAP19,1139,21.7,1117.3,50.7546832090546,5.66546904291435,1.17e-06,2.01e-02,7.87993226901722e-05,0,28,21,16,1587,651,1114
SAP30P1,151.3,2.7,148.7,57.7859487281246,5.85264682351827,1.18e-06,2.03e-02,7.90119846471076e-05,0,3,2,3,223,98,125
RAB17,1055.3,5,1050.3,206.893839915429,7.69274688061903,1.18e-06,2.03e-02,7.90119846471076e-05,0,3,8,4,918,440,1793
ACTG1P24,759.3,6.7,752.7,108.133011648653,6.75666321674454,1.19e-06,2.06e-02,7.96537143981001e-05,0,4,12,4,877,410,971
TES,183.3,0.7,182.7,273.720233436231,8.09655827262957,1.21e-06,2.09e-02,8.08088638109253e-05,0,1,0,1,233,186,129
GAPDHP41,690,0.3,689.7,1723.11430169556,10.7508026896607,1.22e-06,2.10e-02,8.08286504859827e-05,0,0,0,1,856,423,790
MT-ND4L,17352,2320,15032,6.47794843140333,2.69553698340713,1.22e-06,2.11e-02,8.08286504859827e-05,0,2703,2160,2097,14497,14041,16558
SSBP2,2631.7,149,2482.7,16.718396613197,4.06336458649814,1.23e-06,2.12e-02,8.08286504859827e-05,0,127,156,164,3210,2632,1606
KLRK1-AS1,1867.3,2.7,1864.7,794.738411914646,9.63433626534665,1.24e-06,2.13e-02,8.08499357461721e-05,0,1,2,5,589,754,4251
CPA1,2709,36.7,2672.3,71.7717228622683,6.16534364754669,1.24e-06,2.14e-02,8.08499357461721e-05,0,34,49,27,1114,3265,3638
RHOB,17934,957,16977,17.7429935870682,4.14917753569104,1.24e-06,2.14e-02,8.08499357461721e-05,0,864,863,1144,10698,14625,25608
WDR70P1,511,497,14,0.0277514649296026,-5.1712922600817,1.25e-06,2.16e-02,8.08499357461721e-05,0,564,504,423,11,15,16
PCDHB14,91.7,1,90.7,74.7935588927997,6.22484212765356,1.25e-06,2.16e-02,8.08499357461721e-05,0,1,0,2,80,116,76
HSPA8P6,423,0.3,422.7,1057.97453837659,10.0470891920764,1.27e-06,2.19e-02,8.1770685160733e-05,0,0,0,1,482,347,439
TM6SF1,206.7,1.7,205,100.89324471607,6.65668577213889,1.28e-06,2.21e-02,8.21295309238918e-05,0,1,4,0,302,112,201
RPL7P11,226.3,3,223.3,72.0435793928001,6.17079795636416,1.30e-06,2.24e-02,8.31003092294958e-05,0,4,2,3,343,188,139
ACTBL2,1128.3,6,1122.3,176.638970931832,7.46465986213554,1.32e-06,2.27e-02,8.37711299173124e-05,0,3,15,0,1413,692,1262
CYTH3,10193,8868.7,1324.3,0.14922109943578,-2.74447655192695,1.33e-06,2.29e-02,8.41124965002133e-05,0,8491,8206,9909,1247,1203,1523
SPCS2P1,61,1.7,59.3,33.7158618740799,5.07535557244563,1.37e-06,2.36e-02,8.64417920167919e-05,0,1,2,2,71,54,53
CASC9,169.7,2.7,167,64.7937032151788,6.01778171074976,1.37e-06,2.37e-02,8.64417920167919e-05,0,3,2,3,96,257,148
EIF4A1P9,274.7,5.3,269.3,50.3181030326179,5.65300562924643,1.39e-06,2.38e-02,8.6858585063521e-05,0,5,4,7,335,203,270
CDC42P3,277.3,2,275.3,120.669668274852,6.91491927325198,1.40e-06,2.41e-02,8.7463063626988e-05,0,3,3,0,470,159,197
RPL10P1,462,9.7,452.3,46.4428014448416,5.53738309354824,1.40e-06,2.42e-02,8.7463063626988e-05,0,10,8,11,569,321,467
NR0B2,2876.7,2,2874.7,1402.48969731602,10.4537744575028,1.42e-06,2.45e-02,8.79135339048908e-05,0,2,2,2,1077,516,7031
CLU,141420.7,9431,131989.7,13.9962023668011,3.80696352421407,1.42e-06,2.45e-02,8.79135339048908e-05,0,9038,8459,10796,171449,148116,76404
PROSER2,7701.3,7131,570.3,0.0799635643838298,-3.64451340798403,1.43e-06,2.46e-02,8.80000526847576e-05,0,5958,5204,10231,512,584,615
EGOT,194,0.7,193.3,287.854211307728,8.16919450881511,1.43e-06,2.47e-02,8.80000526847576e-05,0,0,2,0,156,227,197
DLGAP1,2795.3,82.7,2712.7,33.1417994650889,5.05058003205386,1.48e-06,2.55e-02,9.0798519896591e-05,0,78,58,112,1429,3246,3463
HSPB8,717.3,3.7,713.7,180.524416586157,7.49605016985368,1.50e-06,2.57e-02,9.10644539965112e-05,0,9,0,2,520,465,1156
HTR6,4008,3907.3,100.7,0.0260885733706393,-5.26043813589832,1.50e-06,2.58e-02,9.10644539965112e-05,0,3315,3021,5386,170,56,76
HES1,17392,819,16573,20.2504517560818,4.33988218752607,1.52e-06,2.61e-02,9.14105423044716e-05,0,801,624,1032,8945,18358,22416
RPL36P16,66.3,1,65.3,52.6273532595628,5.71774093537033,1.52e-06,2.61e-02,9.14105423044716e-05,0,1,1,1,71,39,86
DNAJA1P3,767.7,25.7,742,28.3315633698746,4.82433830845422,1.53e-06,2.62e-02,9.14105423044716e-05,0,34,25,18,888,797,541
ANKRD37,1877.7,100.7,1777,17.5598687012325,4.13421015247197,1.53e-06,2.62e-02,9.14105423044716e-05,0,109,102,91,1111,2131,2089
SASH3,199.3,1,198.3,209.681092442277,7.71205296504048,1.55e-06,2.67e-02,9.25799709854738e-05,0,1,2,0,293,85,217
LINC01503,1946,114,1832,16.1336348489765,4.01199960392176,1.59e-06,2.73e-02,9.45280815238883e-05,0,127,75,140,1455,1894,2147
MPV17L,2522,2319.7,202.3,0.0880311589668872,-3.50584192817882,1.59e-06,2.74e-02,9.45280815238883e-05,0,2099,2730,2130,248,206,153
TENT5A,4180,446,3734,8.38078661441819,3.06708566056672,1.64e-06,2.81e-02,9.65388148971619e-05,0,358,471,509,3227,3842,4133
MESTP1,4347.7,506.7,3841,7.57775190128879,2.92176990619135,1.65e-06,2.83e-02,9.65388148971619e-05,0,505,461,554,3823,3285,4415
HLA-A,46844,6116,40728,6.65925637435957,2.73536108346447,1.65e-06,2.83e-02,9.65388148971619e-05,0,6287,5380,6681,36641,35271,50272
IFITM3P9,433,1,432,450.754008281801,8.81619651050071,1.65e-06,2.84e-02,9.65388148971619e-05,0,0,0,3,520,157,619
ITLN1,1393.7,0.3,1393.3,2064.98456038384,11.0119152795073,1.66e-06,2.86e-02,9.68691013822874e-05,0,1,0,0,815,563,2802
LPCAT2,1260,0,1260,10082.7962997966,13.2996081819177,1.67e-06,2.87e-02,9.68691013822874e-05,0,0,0,0,1713,805,1262
TLE4,628.7,0.7,628,931.192013630871,9.86293487479869,1.67e-06,2.88e-02,9.68691013822874e-05,0,0,0,2,1021,271,592
GALNT7,1561.7,36.7,1525,42.5653433462283,5.41160736262567,1.70e-06,2.91e-02,9.77125570589712e-05,0,14,39,57,1961,1405,1209
TMEM92,243,242.3,0.7,0.00402178399877434,-7.9579486849346,1.70e-06,2.92e-02,9.77125570589712e-05,0,254,229,244,0,2,0
HSPA8P9,999.3,61.3,938,15.184399135612,3.92451791539643,1.71e-06,2.94e-02,9.80264922325159e-05,0,77,54,53,1057,872,885
TUBAP1,210,0.7,209.3,310.931522063175,8.2804530734815,1.72e-06,2.95e-02,9.81286974886219e-05,0,1,0,1,279,125,224
ESPL1,7250.7,6490.7,760,0.117112383127171,-3.094034464551,1.74e-06,3.00e-02,9.9314723636138e-05,0,5398,5943,8131,898,636,746
HSP90AB6P,371.3,10,361.3,35.0326849094533,5.13062965559704,1.75e-06,3.01e-02,9.9314723636138e-05,0,11,8,11,312,330,442
PPIAP55,310,5.3,304.7,54.5429586898794,5.76932105644311,1.76e-06,3.02e-02,9.95478126133613e-05,0,5,6,5,422,206,286
RPS27AP2,146,2,144,71.0032872372499,6.14981391346378,1.78e-06,3.07e-02,0.000100651812572473,0,1,2,3,244,80,108
RTTN,7045.7,6282.7,763,0.121558141215446,-3.04028157545879,1.81e-06,3.11e-02,0.000101730047046133,0,5808,7940,5100,881,710,698
CX3CR1,952.3,0.7,951.7,1405.55449697986,10.4569236764795,1.87e-06,3.21e-02,0.000104656369964231,0,0,0,2,1255,287,1313
ATP5F1E,10540,1656.3,8883.7,5.36284138988715,2.42299758518939,1.88e-06,3.23e-02,0.000105067875794643,0,1596,1714,1659,9091,8599,8961
EEF1A1P38,562,8,554,68.9129232853264,6.10670265272765,1.89e-06,3.25e-02,0.000105067875794643,0,12,4,8,805,363,494
GPAT3,2105.7,1980,125.7,0.0627683024920074,-3.99381999661728,1.89e-06,3.25e-02,0.000105067875794643,0,2075,2499,1366,111,106,160
DLGAP1-AS4,828.3,0.3,828,2066.22799047685,11.0127837366302,1.90e-06,3.27e-02,0.000105342999088926,0,0,0,1,416,984,1084
GBP4,1271,1.7,1269.3,724.571289243259,9.50098383066529,1.93e-06,3.31e-02,0.000106382176433378,0,3,2,0,2996,345,467
FKBP1AP4,148,146.3,1.7,0.0153640395797421,-6.02429860422034,1.94e-06,3.32e-02,0.00010644609713524,0,173,102,164,4,1,0
PGAM1P2,438,0.3,437.7,1092.6843717167,10.0936610149319,1.95e-06,3.34e-02,0.000106685067396092,0,0,0,1,519,300,494
MT-RNR1,67599.3,6790.7,60808.7,8.95230516679709,3.16225921584077,1.96e-06,3.37e-02,0.000107165217217958,0,9171,6563,4638,59030,57673,65723
NT5E,12712,12122.3,589.7,0.0484266891109696,-4.36805381922146,1.97e-06,3.38e-02,0.00010732652739945,0,12518,15681,8168,624,327,818
CSRNP1,8380.7,635.7,7745,12.2000241010845,3.60881209271493,1.99e-06,3.41e-02,0.00010802533816527,0,541,495,871,7305,5866,10064
POU3F1,871.3,30.7,840.7,27.3080848251906,4.77125623322763,2.00e-06,3.44e-02,0.000108450761564426,0,18,42,32,652,823,1047
CBLC,382,376.7,5.3,0.0159804237813025,-5.96755052249276,2.02e-06,3.47e-02,0.000108983101003412,0,420,288,422,9,7,0
RPL37AP8,592.3,18,574.3,32.0075545022512,5.00034054864522,2.07e-06,3.55e-02,0.000111391832632029,0,17,20,17,624,375,724
PPIAP82,273.7,3.7,270,68.1216039313022,6.0900404987308,2.09e-06,3.60e-02,0.000112039711733471,0,3,6,2,336,146,328
NCF4,538.7,0.3,538.3,1346.52338008634,10.3950235646627,2.10e-06,3.60e-02,0.000112039711733471,0,1,0,0,612,317,686
C1QB,501.3,0.3,501,1250.36732175117,10.2881362638868,2.10e-06,3.61e-02,0.000112039711733471,0,0,0,1,582,311,610
MYL6P5,42.7,1.3,41.3,34.5492962446205,5.11058441867784,2.11e-06,3.62e-02,0.000112109034510828,0,1,2,1,48,44,32
MT-ND3,1344.7,119.3,1225.3,10.2745010399547,3.36099642897324,2.12e-06,3.63e-02,0.000112242648523893,0,109,128,121,1082,1274,1320
HNRNPCP8,73.7,1,72.7,59.9038215645569,5.90457613757369,2.12e-06,3.65e-02,0.000112288999897692,0,2,1,0,90,56,72
RPS3AP22,137,0.7,136.3,201.712354595793,7.65615563945801,2.14e-06,3.67e-02,0.00011252471011029,0,1,1,0,155,90,164
NMT2,8091.3,7114,977.3,0.137456716923819,-2.86295068795709,2.15e-06,3.70e-02,0.00011313635279602,0,7060,7845,6437,1221,782,929
UCP2,13893,1336.3,12556.7,9.38774837804904,3.2307791734966,2.23e-06,3.82e-02,0.000115799050588355,0,1358,1576,1075,13481,8557,15632
PALD1,9950,8918.3,1031.7,0.1155943585227,-3.1128571047471,2.23e-06,3.83e-02,0.000115799050588355,0,7824,7954,10977,1169,740,1186
SELENOKP2,228.7,3.7,225,60.7407525085732,5.92459287684782,2.23e-06,3.83e-02,0.000115799050588355,0,4,1,6,287,150,238
RNASE1,8306.7,6.7,8300,1382.60847833419,10.4331769622397,2.23e-06,3.83e-02,0.000115799050588355,0,0,6,14,3828,3150,17922
SMURF2,14445.3,13100,1345.3,0.102690107322794,-3.2836308889253,2.24e-06,3.85e-02,0.000115799050588355,0,12447,15329,11524,1784,891,1361
RPL32P20,711,0.3,710.7,1780.81222497468,10.798319686346,2.25e-06,3.85e-02,0.000115799050588355,0,1,0,0,915,359,858
IKZF1,130.7,0.7,130,137.801681799436,7.10644968528355,2.25e-06,3.86e-02,0.000115799050588355,0,1,0,1,192,73,125
KIF2C,19276.3,16085.3,3191,0.198440426555962,-2.33322213140772,2.31e-06,3.97e-02,0.000118722772302182,0,15879,16646,15731,3484,3167,2922
PPIAP44,137,0.7,136.3,205.021236290651,7.67962954294166,2.35e-06,4.03e-02,0.000120046329253872,0,1,1,0,193,112,104
PCBP3,55,1.3,53.7,42.7635382039242,5.41830931974364,2.38e-06,4.09e-02,0.000121440379352896,0,1,1,2,38,54,69
GPX1P1,3354,359.7,2994.3,8.32728581844706,3.05784634260866,2.39e-06,4.10e-02,0.000121440379352896,0,374,316,389,2510,2745,3728
FES,731.3,4.7,726.7,137.8444339944,7.10689720387077,2.40e-06,4.11e-02,0.000121644629548341,0,12,0,2,870,438,872
PPP3CA,1196.7,35.3,1161.3,34.5112525099349,5.10899492905143,2.42e-06,4.15e-02,0.000122274049129491,0,22,20,64,1271,983,1230
RPL17P9,218.7,5,213.7,40.057990617185,5.32401814960441,2.45e-06,4.19e-02,0.000122991351942798,0,5,6,4,245,149,247
ACTBP9,4182.3,272.7,3909.7,14.3748988311673,3.84547989746355,2.45e-06,4.20e-02,0.000122991351942798,0,244,231,343,4796,2333,4600
RPL4P3,676.7,8,668.7,80.0735679198373,6.32325418615864,2.48e-06,4.25e-02,0.000124114650252785,0,1,16,7,890,467,649
GSG1,996,983.7,12.3,0.0104678415570462,-6.57789219697787,2.48e-06,4.26e-02,0.000124114650252785,0,1173,936,842,1,6,30
C3AR1,346.3,0.7,345.7,514.831562536684,9.00795669267157,2.53e-06,4.34e-02,0.000125945820230529,0,1,0,1,564,161,312
ADM,6435.3,87.7,6347.7,73.5817921436186,6.20127690962207,2.56e-06,4.38e-02,0.000125945820230529,0,91,29,143,4583,4524,9936
CPQ,632.7,0.3,632.3,1585.23993490736,10.6304855014959,2.56e-06,4.38e-02,0.000125945820230529,0,0,0,1,959,379,559
MTND4P12,5044,699.3,4344.7,6.2140148837164,2.63552569698568,2.56e-06,4.38e-02,0.000125945820230529,0,711,706,681,4010,5055,3969
CCN2,1436,26.7,1409.3,51.6326779734232,5.69021252155111,2.57e-06,4.40e-02,0.000125945820230529,0,35,23,22,718,1210,2300
CACNG6,7989,7950,39,0.00457982384951492,-7.770492174619,2.57e-06,4.41e-02,0.000125945820230529,0,7781,5913,10156,43,0,74
CIT,6900.7,6017.3,883.3,0.146928278755832,-2.76681600195802,2.58e-06,4.41e-02,0.000125945820230529,0,4852,5910,7290,835,978,837
MFSD1,578.7,0.3,578.3,1449.88603590213,10.5017237904883,2.58e-06,4.42e-02,0.000125945820230529,0,0,0,1,858,355,522
PGAM1P10,108,1.7,106.3,59.6889094266778,5.89939098950106,2.60e-06,4.46e-02,0.000126731358186348,0,1,0,4,129,82,108
ID2,10889.7,1127.7,9762,8.65278227788249,3.113164101893,2.62e-06,4.49e-02,0.00012735734286919,0,1144,1192,1047,9908,6531,12847
TBC1D2,12555.7,11788.7,767,0.0647981925285402,-3.94790261843149,2.64e-06,4.52e-02,0.000127670476816017,0,10577,9522,15267,733,449,1119
ALDH3B2,202,2,200,110.846960812296,6.79242540489527,2.64e-06,4.53e-02,0.000127670476816017,0,0,2,4,85,221,294
PLA2G2A,4563.3,6.3,4557,708.370182511118,9.46835967565238,2.66e-06,4.56e-02,0.0001282616886289,0,5,8,6,788,5457,7426
TNNI2,906.3,2,904.3,438.275087706503,8.77569286575403,2.69e-06,4.61e-02,0.000128954010013982,0,0,4,2,188,644,1881
GAPDHP37,200.3,1.7,198.7,131.267104556826,7.03636161294597,2.69e-06,4.61e-02,0.000128954010013982,0,0,0,5,243,131,222
MAP3K14,9494,8375.7,1118.3,0.133314355291514,-2.90709595667507,2.73e-06,4.67e-02,0.000130262584197029,0,8070,7138,9919,1067,878,1410
BST2,11685.3,930.7,10754.7,11.5565541466228,3.53063938401821,2.74e-06,4.69e-02,0.000130433447567946,0,1053,815,924,15942,9131,7191
EIF4A1P8,133.3,0.7,132.7,199.147737003971,7.63769527564455,2.78e-06,4.75e-02,0.000131973766990935,0,1,0,1,184,112,102
UBBP2,544.3,12.3,532,41.808706873962,5.38573151699764,2.79e-06,4.78e-02,0.000132440841103636,0,9,18,10,610,323,663
BHLHE40,14300.3,1590.7,12709.7,7.98792033557995,2.99781994469515,2.81e-06,4.81e-02,0.000132760872609669,0,1542,1701,1529,8564,13134,16431
