"SYMBOL","baseMean","baseMeanA","baseMeanB","logCPM","foldChange","log2FoldChange","pvalue","padj","FDR","falsePos","a-1","a-2","a-3","b-1","b-2","b-3"
"AP003352.1",121.333333333333,51,70.3333333333333,0.741937246134763,1.37496418019875,0.459394034838927,"1.2e-01","1.0e+00",0.16462759531362,1794.11153372783,52,65,36,77,67,67
"TP53TG3",52.3333333333333,21.3333333333333,31,-0.424015063996637,1.46318469331684,0.549111887941614,"1.2e-01","1.0e+00",0.164743067565551,1795.53469339694,26,19,19,33,28,32
"AC092275.1",35.6666666666667,13.6666666666667,22,-0.921714922496279,1.59328281399836,0.672002373667185,"1.2e-01","1.0e+00",0.16489283025692,1797.33184980043,17,8,16,23,19,24
"MTHFD2P7",29.6666666666667,9.33333333333333,20.3333333333333,-1.1701566514777,2.11811252582755,1.08277923528922,"1.2e-01","1.0e+00",0.16489283025692,1797.49674263069,17,8,3,7,24,30
"AC099066.2",82.6666666666667,49,33.6666666666667,0.201551278885191,0.686581740789933,-0.542496604650293,"1.2e-01","1.0e+00",0.164945532165213,1798.23619166515,66,39,42,33,27,41
"AL024498.2",24,8.66666666666667,15.3333333333333,-1.44016484953781,1.71530533385043,0.778465406965706,"1.2e-01","1.0e+00",0.165014748300984,1799.15580072563,10,11,5,11,19,16
"SP1",2743.66666666667,1434.33333333333,1309.33333333333,5.1928469573242,0.912775558591002,-0.131667933816912,"1.2e-01","1.0e+00",0.165078141559861,1800.01205556872,1463,1428,1412,1239,1281,1408
"MT-TV",46,18,28,-0.58652136744788,1.54880384010416,0.63115443474759,"1.2e-01","1.0e+00",0.165222844918779,1801.75512383929,17,20,17,18,30,36
"AC006538.2",57,23,34,-0.301660454124633,1.46787094793665,0.553725135104857,"1.2e-01","1.0e+00",0.165263460169545,1802.36329660905,17,27,25,38,29,35
"LIPT2",112.333333333333,47,65.3333333333333,0.636764063301984,1.39060201868592,0.475709588951612,"1.2e-01","1.0e+00",0.165333939650605,1803.29727976915,44,53,44,81,46,69
"ZFHX2-AS1",128.333333333333,75.6666666666667,52.6666666666667,0.816167643673677,0.694544421495094,-0.525861126208098,"1.2e-01","1.0e+00",0.165375420230887,1803.91508387851,61,76,90,65,62,31
"FAAH2",32.6666666666667,9.66666666666667,23,-1.03545539926868,2.37328069279407,1.24688274113603,"1.2e-01","1.0e+00",0.165679282725195,1807.39529524915,0,15,14,28,31,10
"AP003108.2",124.666666666667,47.6666666666667,77,0.771666976159736,1.59930217883331,0.677442553400105,"1.2e-01","1.0e+00",0.165747101691984,1808.30087945954,59,35,49,34,83,114
"SNORA73B",30.6666666666667,11.6666666666667,19,-1.11592434905639,1.6140949167712,0.690725418720259,"1.2e-01","1.0e+00",0.165747101691984,1808.46662656123,9,17,9,18,18,21
"WDR60",151.333333333333,87,64.3333333333333,1.0473607421739,0.739842848382487,-0.434709237573868,"1.2e-01","1.0e+00",0.165747101691984,1808.63237366293,91,95,75,84,56,53
"LINC01670",17.3333333333333,4.33333333333333,13,-1.81516042708038,2.8941093721933,1.53311944423981,"1.2e-01","1.0e+00",0.165808464156188,1809.46776933648,13,0,0,13,15,11
"LINC01534",115,47.6666666666667,67.3333333333333,0.665542228097057,1.40648820948359,0.49209745866694,"1.2e-01","1.0e+00",0.166066801812209,1812.45307497845,42,61,40,87,56,59
"TCEAL1",3387.66666666667,1775.33333333333,1612.33333333333,5.49649509231244,0.90787688926741,-0.139431417729258,"1.2e-01","1.0e+00",0.166068628219239,1812.63907701299,1912,1614,1800,1531,1603,1703
"PPAT",1157.33333333333,620.333333333333,537,3.95024572118275,0.865634698924671,-0.208169764203216,"1.2e-01","1.0e+00",0.166072100925052,1812.84305369787,559,588,714,540,527,544
"METTL18",331.333333333333,148,183.333333333333,2.15860717603613,1.23822927434625,0.308278473144239,"1.2e-01","1.0e+00",0.166209221767558,1814.50607403643,149,147,148,183,157,210
"GNG5",23910.3333333333,12451,11459.3333333333,8.31447881022556,0.920359770619402,-0.119730170860692,"1.2e-01","1.0e+00",0.166348045214488,1816.18795765178,12704,12912,11737,10312,11649,12417
"C3orf38",3291,1575.33333333333,1715.66666666667,5.45511017677736,1.08898792147634,0.122987952472798,"1.2e-01","1.0e+00",0.1666240061747,1819.36752342155,1606,1534,1586,1627,1688,1832
"TERT",100.333333333333,42,58.3333333333333,0.472272582157366,1.37847991222209,0.463078243954034,"1.2e-01","1.0e+00",0.166724679988182,1820.63350547095,36,51,39,70,51,54
"PPP1R9A",43,16.3333333333333,26.6666666666667,-0.675111479316793,1.62588506351094,0.70122527453248,"1.2e-01","1.0e+00",0.166870882129406,1822.39690373524,16,23,10,20,36,24
"RPS7",43304,20996.3333333333,22307.6666666667,9.17121733719219,1.06243778842435,0.0873783659944674,"1.2e-01","1.0e+00",0.167008426783389,1824.06603732817,21168,20445,21376,21190,22655,23078
"AC241585.1",59,23,36,-0.255448712383232,1.54801912593896,0.630423296241257,"1.2e-01","1.0e+00",0.167149215099043,1825.77087652685,20,31,18,42,24,42
"AL022311.1",2746,1429.33333333333,1316.66666666667,5.19401173132564,0.92125455990792,-0.118328239794703,"1.2e-01","1.0e+00",0.167149215099043,1825.93802574195,1447,1425,1416,1310,1288,1352
"HBE1",20,5.66666666666667,14.3333333333333,-1.66563888851687,2.46180944697369,1.29971909628812,"1.2e-01","1.0e+00",0.16750765953048,1830.0211803705,0,11,6,4,18,21
"FOXC1",925,425.666666666667,499.333333333333,3.62886218921853,1.17299379070679,0.230195376418226,"1.2e-01","1.0e+00",0.167607395951112,1831.27840816185,404,432,441,522,421,555
"ZNF22",642,293.666666666667,348.333333333333,3.10449161378721,1.18636150713447,0.24654369376229,"1.2e-01","1.0e+00",0.167727315182785,1832.7563730023,288,301,292,349,306,390
"AC007773.1",103,60.3333333333333,42.6666666666667,0.507734469801345,0.702982960345016,-0.508438374755521,"1.2e-01","1.0e+00",0.167761140231986,1833.29374045514,59,56,66,33,61,34
"CRAT",1678.33333333333,889.666666666667,788.666666666667,4.48479008092149,0.886311927803456,-0.174113565975422,"1.2e-01","1.0e+00",0.168078433716106,1836.92920208332,986,889,794,792,783,791
"PCDHB8",24.3333333333333,7.66666666666667,16.6666666666667,-1.42309046106635,2.12843770282025,1.08979486453937,"1.2e-01","1.0e+00",0.168136360585839,1837.73042120322,6,1,16,10,24,16
"NPIPA7",730.333333333333,400,330.333333333333,3.28983159583523,0.82530155209068,-0.277006741327275,"1.2e-01","1.0e+00",0.16829722384418,1839.65695384073,322,458,420,303,320,368
"L3MBTL1",295.333333333333,163.333333333333,132,1.99552890657863,0.808305822043277,-0.307026855784901,"1.2e-01","1.0e+00",0.168347188668759,1840.37146652688,178,149,163,121,133,142
"ANGPT2",19,6.33333333333333,12.6666666666667,-1.68752079668567,2.00079416122446,1.00057275252316,"1.2e-01","1.0e+00",0.168548791921853,1842.74394208161,10,7,2,15,5,18
"CD2BP2-DT",263.666666666667,115.333333333333,148.333333333333,1.83353683089601,1.28737071295376,0.364427553735799,"1.2e-01","1.0e+00",0.168569554757512,1843.13951171864,128,87,131,133,150,162
"LRRC4B",98,41.3333333333333,56.6666666666667,0.437274935912344,1.37231926251012,0.456616155605548,"1.2e-01","1.0e+00",0.168638104734257,1844.0576752691,50,43,31,55,58,57
"SUMF2",10556.6666666667,5118.66666666667,5438,7.13527219550042,1.06247485513576,0.0874286983795642,"1.2e-01","1.0e+00",0.168902765127723,1847.12063943677,5056,5278,5022,5490,5365,5459
"CTXN1",248.333333333333,107.333333333333,141,1.74629072001205,1.31775449036725,0.398081608189268,"1.2e-01","1.0e+00",0.168902765127723,1847.2895422019,109,131,82,113,159,151
"SULT4A1",1233.66666666667,563.666666666667,670,4.04237332089533,1.1895894978486,0.250463815895185,"1.2e-01","1.0e+00",0.168902765127723,1847.45844496703,583,536,572,804,678,528
"ZFAT",622.666666666667,335.666666666667,287,3.06012121223377,0.854774063687545,-0.22638496175749,"1.2e-01","1.0e+00",0.169072476713438,1849.4838227683,327,327,353,294,283,284
"LCK",27.3333333333333,17.6666666666667,9.66666666666667,-1.27553594871587,0.558742799113529,-0.839743761432828,"1.2e-01","1.0e+00",0.169551020771164,1854.88816723653,24,17,12,10,15,4
"ZNF419",1636.33333333333,767.666666666667,868.666666666667,4.44847841552146,1.13199448663668,0.178866931560888,"1.2e-01","1.0e+00",0.169578135196616,1855.35437718618,763,773,767,946,757,903
"FAM3C",4717.66666666667,2443.66666666667,2274,5.97407706243127,0.930655453818734,-0.103680941140881,"1.2e-01","1.0e+00",0.169583383729404,1855.58138476714,2419,2523,2389,2331,2200,2291
"Z99572.1",41.3333333333333,16.3333333333333,25,-0.728359213442654,1.52402340551305,0.607885059496791,"1.2e-01","1.0e+00",0.169590022270509,1855.82361370618,15,13,21,22,30,23
"AC131212.3",42.6666666666667,16.3333333333333,26.3333333333333,-0.695787272182967,1.63554181937551,0.709768648344157,"1.2e-01","1.0e+00",0.169751637002946,1857.76191536024,23,12,14,25,37,17
"ARVCF",1400.66666666667,745,655.666666666667,4.2244516078111,0.879696046873755,-0.184922965929001,"1.2e-01","1.0e+00",0.169751637002946,1857.93166699724,732,747,756,707,686,574
"RPSAP54",221.333333333333,127.666666666667,93.6666666666667,1.58617997714425,0.732174907065355,-0.449739764119405,"1.2e-01","1.0e+00",0.169751637002946,1858.10141863424,103,175,105,92,75,114
"AL583722.3",89.6666666666667,52.6666666666667,37,0.316940348725636,0.69891130757197,-0.516818706875506,"1.2e-01","1.0e+00",0.169905562467432,1859.95619233098,46,49,63,39,25,47
"TBC1D25",5051.33333333333,2624.33333333333,2427,6.0724455997381,0.924916751410048,-0.11260457545595,"1.2e-01","1.0e+00",0.170135429072679,1862.64267748769,2736,2483,2654,2544,2419,2318
"RAB8A",7848.33333333333,3784,4064.33333333333,6.70775785890099,1.07413632877803,0.103177110986408,"1.2e-01","1.0e+00",0.1703247460254,1864.8856442321,3700,3723,3929,4128,3827,4238
"CR381653.1",31.3333333333333,12,19.3333333333333,-1.08817964036779,1.59373947202077,0.672415811798261,"1.2e-01","1.0e+00",0.170807909905545,1870.34661346571,16,9,11,18,17,23
"PRAME",6998.33333333333,3387,3611.33333333333,6.54250542349738,1.06638948750417,0.09273446348367,"1.2e-01","1.0e+00",0.171074670193381,1873.43871328772,3484,3299,3378,3605,3616,3613
"CROT",385,212,173,2.37247094306106,0.818313398337399,-0.289274621358481,"1.2e-01","1.0e+00",0.171202000105104,1875.00430515109,200,220,216,199,158,162
"PCCA-DT",885,403.666666666667,481.333333333333,3.56532525900919,1.19355958439584,0.255270589852173,"1.2e-01","1.0e+00",0.171234406607204,1875.5304555687,394,484,333,513,459,472
"SETX",507.666666666667,277.666666666667,230,2.76785302142844,0.828633882194663,-0.271193282686542,"1.2e-01","1.0e+00",0.17128934829902,1876.30352126746,272,283,278,241,194,255
"RAB12",2568,1224.66666666667,1343.33333333333,5.09731851516027,1.09694303766804,0.133488611057863,"1.2e-01","1.0e+00",0.171389685260591,1877.57400202977,1204,1318,1152,1321,1353,1356
"SHISA8",21.6666666666667,14,7.66666666666667,-1.54858003683447,0.550023278073769,-0.862435417248383,"1.2e-01","1.0e+00",0.171436921116877,1878.2629077565,17,10,15,3,7,13
"EPS8L1",1897.66666666667,889.666666666667,1008,4.66145178851224,1.13318145428008,0.180378895782843,"1.2e-01","1.0e+00",0.17156757139955,1879.86587982487,1021,809,839,993,1065,966
"KNTC1",161.666666666667,92.3333333333333,69.3333333333333,1.14125860403629,0.750318040071833,-0.414425849176591,"1.2e-01","1.0e+00",0.171589201312565,1880.27446798309,83,80,114,56,73,79
"WDR81",4582,2211.66666666667,2370.33333333333,5.9319941775786,1.07164430718922,0.0998261358270041,"1.2e-01","1.0e+00",0.171589201312565,1880.4460571844,2255,2182,2198,2413,2373,2325
"MEGF6",1872,983.666666666667,888.333333333333,4.64237977903933,0.903237283570548,-0.146823056393609,"1.2e-01","1.0e+00",0.171749632290533,1882.37596990425,957,1040,954,864,921,880
"RTN4R",705.333333333333,324.333333333333,381,3.2393342358824,1.17495166426202,0.232601407714673,"1.2e-01","1.0e+00",0.171749632290533,1882.54771953654,347,317,309,357,424,362
"PHF21B",355.333333333333,195,160.333333333333,2.25861842576495,0.822165072670034,-0.282500010453335,"1.2e-01","1.0e+00",0.171795586346575,1883.22321753115,189,203,193,172,144,165
"GTPBP10",2009,1052.66666666667,956.333333333333,4.74376170565829,0.908345343155396,-0.138687195900009,"1.2e-01","1.0e+00",0.171877148503851,1884.28917904772,1047,1013,1098,943,948,978
"CRLF2",223,134,89,1.59483485735816,0.665560149590892,-0.587359040177482,"1.2e-01","1.0e+00",0.171957231237348,1885.33908328629,138,130,134,37,110,120
"MCUR1",3346.33333333333,1744,1602.33333333333,5.47890297445695,0.91852902956578,-0.122602777308197,"1.2e-01","1.0e+00",0.172273105674109,1888.97460371661,1777,1721,1734,1481,1638,1688
"CHSY1",1669.66666666667,787.333333333333,882.333333333333,4.47796795490906,1.1203537300518,0.163954307301182,"1.2e-01","1.0e+00",0.172290248002224,1889.33485959238,748,751,863,867,918,862
"ALDH5A1",71.3333333333333,28.6666666666667,42.6666666666667,0.0153543149012238,1.47778245827887,0.563433908549351,"1.2e-01","1.0e+00",0.172290481483768,1889.50971043248,18,27,41,44,41,43
"CBX7",1399.66666666667,752,647.666666666667,4.22349052718461,0.861101114223809,-0.215745439815575,"1.2e-01","1.0e+00",0.172343919405415,1890.26810803859,745,791,720,659,748,536
"RNF25",5276.66666666667,2545.66666666667,2731,6.13537668526017,1.07270076334359,0.101247683318678,"1.2e-01","1.0e+00",0.172490194965877,1892.0449485807,2627,2506,2504,2696,2666,2831
"FOXS1",19.6666666666667,6.33333333333333,13.3333333333333,-1.66649671377433,2.07488549181425,1.05303171961611,"1.2e-01","1.0e+00",0.172687147667096,1894.37800990805,3,14,2,10,10,20
"RPL14P1",969,526.666666666667,442.333333333333,3.69466059384246,0.840083658433568,-0.251395091284662,"1.2e-01","1.0e+00",0.172687147667096,1894.55069705571,498,570,512,392,394,541
"S100Z",20.6666666666667,13.3333333333333,7.33333333333333,-1.60720011234082,0.553049401902495,-0.854519737942,"1.2e-01","1.0e+00",0.172695692825049,1894.81714167644,9,10,21,6,5,11
"CLCC1",1398,738.666666666667,659.333333333333,4.22214870375511,0.892926891800796,-0.163386035054979,"1.2e-01","1.0e+00",0.172745303028687,1895.53421013378,711,767,738,675,675,628
"MKRN3",133.666666666667,55.3333333333333,78.3333333333333,0.872672319023082,1.40336409800456,0.488889359804804,"1.2e-01","1.0e+00",0.172940107881755,1897.84474389438,64,67,35,67,95,73
"CKAP4",12274.3333333333,5933.33333333333,6341,7.35268979401103,1.06872590527176,0.0958918943968643,"1.2e-01","1.0e+00",0.173165761973509,1900.49423765927,6012,5655,6133,6311,6084,6628
"PDE9A",37.6666666666667,23,14.6666666666667,-0.850116340579634,0.659767301432416,-0.599970816272589,"1.2e-01","1.0e+00",0.173680940148548,1906.32199907046,26,20,23,17,15,12
"CHCHD2P9",58.3333333333333,24,34.3333333333333,-0.277420845911858,1.43829904414952,0.524363665108254,"1.2e-01","1.0e+00",0.174037509335086,1910.40973997124,28,21,23,36,29,38
"TP53TG3D",29.6666666666667,9.66666666666667,20,-1.15843499073432,2.06080116778613,1.04320531609175,"1.2e-01","1.0e+00",0.174116373655101,1911.4495499857,4,8,17,9,13,38
"SYNM",531,239,292,2.8317708175844,1.22292454983177,0.290335397371961,"1.2e-01","1.0e+00",0.174146002572656,1911.94896224519,245,276,196,282,323,271
"AC091167.7",47.3333333333333,32,15.3333333333333,-0.547888923731181,0.486813943219659,-1.03855760488466,"1.2e-01","1.0e+00",0.17427820132247,1913.57465052072,54,32,10,27,13,6
"PSMG2",3208,1539.66666666667,1668.33333333333,5.41822145106118,1.08364201276436,0.115888232975031,"1.2e-01","1.0e+00",0.174363932267262,1914.6903402268,1577,1466,1576,1718,1657,1630
"TMEM150A",2991.33333333333,1561.33333333333,1430,5.31750933826522,0.915868084697362,-0.126788277414487,"1.2e-01","1.0e+00",0.174363932267262,1914.86470415907,1512,1656,1516,1505,1417,1368
"THAP6",347.333333333333,191,156.333333333333,2.2249042280257,0.818597052716017,-0.288774622388847,"1.3e-01","1.0e+00",0.174363932267262,1915.03906809134,169,196,208,154,150,165
"TBC1D32",132.666666666667,76.3333333333333,56.3333333333333,0.85830397352569,0.734236888116228,-0.445682497522251,"1.3e-01","1.0e+00",0.174582913419671,1917.61872100167,93,64,72,43,59,67
"CLCN7",7781,3758.33333333333,4022.66666666667,6.69535624533383,1.07053974885659,0.0983383636016673,"1.3e-01","1.0e+00",0.174618802027713,1918.18754027443,3866,3709,3700,4161,4095,3812
"PLPP6",104.666666666667,42.6666666666667,62,0.533214852472613,1.44918188490008,0.535238677003647,"1.3e-01","1.0e+00",0.174627361051259,1918.45618850914,32,64,32,55,71,60
"AC135782.1",48.3333333333333,29.6666666666667,18.6666666666667,-0.521951578188881,0.629672883163324,-0.667325555800652,"1.3e-01","1.0e+00",0.174700401044818,1919.43330627941,24,25,40,22,23,11
"ZNF692",1432.33333333333,670,762.333333333333,4.25701682386166,1.13744316818698,0.185794463532791,"1.3e-01","1.0e+00",0.174941742649108,1922.2598682284,654,602,754,794,759,734
"VCPKMT",944,439.333333333333,504.666666666667,3.65709705653478,1.14735523137255,0.198312131716024,"1.3e-01","1.0e+00",0.17512716916649,1924.47246197056,403,466,449,480,524,510
"GPATCH2",1269.66666666667,582.333333333333,687.333333333333,4.08354512576821,1.1796205892906,0.238322908767125,"1.3e-01","1.0e+00",0.175340531900423,1926.99244558565,576,471,700,678,654,730
"AC024575.2",26,9.66666666666667,16.3333333333333,-1.34053717581036,1.64520913457837,0.718270987146853,"1.3e-01","1.0e+00",0.175414517069615,1927.98095711214,6,9,14,14,18,17
"CCDC87",58.3333333333333,23.3333333333333,35,-0.269703504534645,1.49473107428263,0.579885944156903,"1.3e-01","1.0e+00",0.175507017035998,1929.17313125969,14,30,26,35,38,32
"AC092295.2",174,73,101,1.24389464858389,1.37734952265663,0.461894710973958,"1.3e-01","1.0e+00",0.175523648360256,1929.53146642429,54,106,59,97,96,110
"RTL10",2071.33333333333,1093.66666666667,977.666666666667,4.78753166044912,0.893922291717549,-0.161778670890845,"1.3e-01","1.0e+00",0.175523648360256,1929.70699007265,972,1203,1106,975,1007,951
"AC104534.1",95.3333333333333,55,40.3333333333333,0.402980791783305,0.730409872006198,-0.453221830389246,"1.3e-01","1.0e+00",0.175692141347425,1931.73509411494,58,42,65,41,38,42
"TCEA1P2",329.333333333333,196,133.333333333333,2.14734831566303,0.678770086329354,-0.559005108756403,"1.3e-01","1.0e+00",0.175739015518675,1932.42621464335,253,101,234,120,183,97
"AURKA",3649.66666666667,1892,1757.66666666667,5.60387141522899,0.929015702439684,-0.106225113305903,"1.3e-01","1.0e+00",0.17590204543057,1934.39479359998,1920,1897,1859,1726,1730,1817
"AL592166.1",16.3333333333333,5.66666666666667,10.6666666666667,-1.88536248962843,1.85842538520468,0.89408076592034,"1.3e-01","1.0e+00",0.17608375038491,1936.56908673324,3,10,4,12,13,7
"LINC01270",317.666666666667,176,141.666666666667,2.09875675073583,0.806544070570307,-0.310174728702794,"1.3e-01","1.0e+00",0.176146013567417,1937.43000322802,152,199,177,132,156,137
"FIGN",324,146.333333333333,177.666666666667,2.1253877619041,1.21602748941048,0.282175842587347,"1.3e-01","1.0e+00",0.176146013567417,1937.60614924159,155,144,140,167,179,187
"MRPL3P1",35,12,23,-0.948091271051339,1.9010133419601,0.926768657347918,"1.3e-01","1.0e+00",0.176351466754969,1940.04248577141,3,12,21,34,20,15
"DNAH5",280.333333333333,121,159.333333333333,1.92021750392555,1.31758311650868,0.397893973621607,"1.3e-01","1.0e+00",0.176351466754969,1940.21883723817,81,130,152,149,154,175
