"name","SYMBOL","ENTREZ","s_MiaFRFP_1","s_MiaFRFP_2","s_MiaFRFP_3","s_Part1Lag_1","s_Part1Lag_2","s_Part1Lag_3"
"ENSG00000025770","NCAPH2",29781,5624,4398,5054,2288,2276,2025
"ENSG00000025772","TOMM34",10953,13732,11343,9311,4998,7126,4933
"ENSG00000025796","SEC63",11231,2693,3434,1342,2631,2615,759
"ENSG00000025800","KPNA6",23633,14930,17030,12347,4012,5018,2148
"ENSG00000026025","VIM",7431,70577,84436,44170,57503,45630,23545
"ENSG00000026036","RTEL1-TNFRSF6B",NA,279,266,485,39,66,54
"ENSG00000026103","FAS",355,268,394,104,316,161,58
"ENSG00000026297","RNASET2",8635,1395,1133,1423,617,348,636
"ENSG00000026508","CD44",960,57457,70326,28230,10828,3993,4220
"ENSG00000026559","KCNG1",3755,0,0,1,6,4,5
"ENSG00000026652","AGPAT4",56895,329,494,398,452,844,394
"ENSG00000026751","SLAMF7",57823,0,0,0,0,4,6
"ENSG00000026950","BTN3A1",11119,250,304,107,369,239,137
"ENSG00000027001","MIPEP",4285,3106,2879,1493,1822,1192,904
"ENSG00000027075","PRKCH",5583,430,388,254,617,318,310
"ENSG00000027697","IFNGR1",3459,1322,1565,578,1553,1420,550
"ENSG00000027847","B4GALT7",11285,5490,4142,5602,2949,3087,3825
"ENSG00000028116","VRK2",7444,1351,1500,522,973,690,292
"ENSG00000028137","TNFRSF1B",7133,2435,1515,2073,853,216,248
"ENSG00000028203","VEZT",55591,1761,2276,898,1821,1283,388
"ENSG00000028277","POU2F2",5452,6,11,29,1304,294,1015
"ENSG00000028310","BRD9",65980,4505,3651,3751,1339,1843,1292
"ENSG00000028528","SNX1",6642,5625,5081,3318,4239,2979,2679
"ENSG00000028839","TBPL1",9519,532,600,143,1244,1084,261
"ENSG00000029153","BMAL2",56938,561,785,136,604,645,290
"ENSG00000029363","BCLAF1",9774,6060,9414,3269,4491,3705,938
"ENSG00000029364","SLC39A9",55334,5366,7365,2775,4262,2835,1472
"ENSG00000029534","ANK1",286,3283,3311,3436,1521,759,2491
"ENSG00000029639","TFB1M",51106,1155,1065,880,599,667,479
"ENSG00000029725","RABEP1",9135,5233,5534,3765,1991,1873,1289
"ENSG00000029993","HMGB3",3149,8549,9262,4505,6648,4742,2102
"ENSG00000030066","NUP160",23279,12312,18015,6841,2793,2171,869
"ENSG00000030110","BAK1",578,4212,3120,3806,2814,1939,1894
"ENSG00000030419","IKZF2",22807,1,0,2,32,2,0
"ENSG00000030582","GRN",2896,55245,47275,56278,22948,38212,44881
"ENSG00000031003","FAM13B",51306,1097,1408,519,1243,1035,326
"ENSG00000031081","ARHGAP31",57514,121,72,1,113,207,58
"ENSG00000031691","CENPQ",55166,444,811,131,409,263,51
"ENSG00000031698","SARS1",6301,14890,12879,9295,6580,6675,5315
"ENSG00000031823","RANBP3",8498,1613,1434,1466,585,743,580
"ENSG00000032219","ARID4A",5926,1636,2466,1114,1611,1181,483
"ENSG00000032389","EIPR1",7260,4828,4243,3852,2250,1881,1891
"ENSG00000032444","PNPLA6",10908,5421,5386,6727,1098,1344,1619
"ENSG00000032742","IFT88",8100,1189,1849,626,828,682,335
"ENSG00000033011","ALG1",56052,4095,3511,3731,1581,1267,1518
"ENSG00000033030","ZCCHC8",55596,2309,1984,968,898,759,589
"ENSG00000033050","ABCF2",10061,5651,5129,4431,1624,1441,1401
"ENSG00000033100","CHPF2",54480,8138,7619,11047,4054,3894,4901
"ENSG00000033122","LRRC7",57554,16,8,8,14,41,3
"ENSG00000033170","FUT8",2530,6252,7029,2753,1084,384,207
"ENSG00000033178","UBA6",55236,4614,8052,1510,2446,1310,252
"ENSG00000033327","GAB2",9846,37,93,153,167,75,103
"ENSG00000033627","ATP6V0A1",535,5376,5551,3470,1937,2433,1636
"ENSG00000033800","PIAS1",8554,4227,4392,1862,3941,2201,1266
"ENSG00000033867","SLC4A7",9497,12153,16840,6984,6198,1451,1334
"ENSG00000034053","APBA2",321,2540,2752,2596,492,961,862
"ENSG00000034152","MAP2K3",5606,20378,16761,20235,6891,7789,10158
"ENSG00000034510","TMSB10",9168,44774,27710,21798,67688,58590,65043
"ENSG00000034533","ASTE1",28990,413,413,167,342,404,141
"ENSG00000034677","RNF19A",25897,895,838,468,1098,960,392
"ENSG00000034693","PEX3",8504,1460,1724,345,1456,868,345
"ENSG00000034713","GABARAPL2",11345,5958,5917,2248,6379,6160,3202
"ENSG00000034971","MYOC",4653,0,0,0,4,3,0
"ENSG00000035115","SH3YL1",26751,425,469,150,499,557,204
"ENSG00000035141","FAM136A",84908,10634,11087,5515,7410,6112,3369
"ENSG00000035403","VCL",7414,83188,84389,56967,6924,5327,4328
"ENSG00000035499","DEPDC1B",55789,5210,6464,2392,2017,1124,499
"ENSG00000035664","DAPK2",23604,83,109,110,73,55,158
"ENSG00000035681","NSMAF",8439,10515,12601,5256,2821,2589,1362
"ENSG00000035687","ADSS2",159,4439,5375,2151,3575,2055,969
"ENSG00000035720","STAP1",26228,0,0,0,101,23,8
"ENSG00000035862","TIMP2",7077,2903,3157,3088,3758,3451,3409
"ENSG00000035928","RFC1",5981,4330,6312,2798,1728,1489,639
"ENSG00000036054","TBC1D23",55773,11975,15431,4268,7914,3548,1540
"ENSG00000036257","CUL3",8452,9864,12064,5389,2985,3036,1231
"ENSG00000036530","CYP46A1",10858,43,20,72,6,43,61
"ENSG00000036549","ZZZ3",26009,5697,7978,1842,2504,1866,525
"ENSG00000036672","USP2",9099,155,141,150,616,317,301
"ENSG00000036828","CASR",846,1,0,4,0,2,0
"ENSG00000037042","TUBG2",27175,2083,1872,2034,1313,1840,1747
"ENSG00000037241","RPL26L1",51121,2772,2025,1283,3717,2580,2093
"ENSG00000037280","FLT4",2324,37,0,0,10,4,7
"ENSG00000037474","NSUN2",54888,18505,19726,12466,2962,3646,1786
"ENSG00000037637","FBXO42",54455,5194,5707,3402,1750,2706,1492
"ENSG00000037749","MFAP3",4238,2231,3083,961,1556,1118,328
"ENSG00000037757","MRI1",84245,3085,2372,2995,1160,1506,1334
"ENSG00000037897","METTL1",4234,943,916,686,578,803,595
"ENSG00000037965","HOXC8",3224,1059,987,911,726,935,660
"ENSG00000038002","AGA",175,448,677,163,1119,904,452
"ENSG00000038210","PI4K2B",55300,2667,4470,1292,2043,933,357
"ENSG00000038219","BOD1L1",259282,4286,5194,3548,1882,2593,1297
"ENSG00000038274","MAT2B",27430,7942,9818,2878,6107,4346,1537
"ENSG00000038358","EDC4",23644,17217,15938,15983,3008,3235,3393
"ENSG00000038382","TRIO",7204,3053,2132,3537,724,1389,883
"ENSG00000038427","VCAN",1462,20,132,4,586,1101,486
"ENSG00000038532","CLEC16A",23274,3078,3390,2364,793,923,811
"ENSG00000038945","MSR1",4481,0,0,1,29,37,11
"ENSG00000039068","CDH1",999,2,7,15,0,17,41
"ENSG00000039123","MTREX",23517,8331,11539,3433,2793,2518,550
"ENSG00000039139","DNAH5",1767,260,183,17,214,257,181
"ENSG00000039319","ZFYVE16",9765,2793,4340,1110,2339,1586,440
"ENSG00000039523","RIPOR1",79567,6161,6035,7652,2450,3256,2667
"ENSG00000039537","C6",729,2,0,0,30,63,50
"ENSG00000039560","RAI14",26064,4421,5561,2623,1220,1026,620
"ENSG00000039600","SOX30",11063,23,14,33,0,0,0
"ENSG00000039650","PNKP",11284,7536,6000,7717,2610,3894,4241
"ENSG00000039987","BEST2",54831,10,0,0,3,15,12
"ENSG00000040199","PHLPP2",23035,2294,3458,1595,498,624,184
"ENSG00000040275","SPDL1",54908,3257,4099,1286,1964,980,413
"ENSG00000040341","STAU2",27067,1709,2106,640,1749,1223,412
"ENSG00000040487","SLC66A1",54896,3866,3104,3542,1338,1549,1428
"ENSG00000040531","CTNS",1497,2071,2267,1649,876,915,622
"ENSG00000040608","RTN4R",65078,3025,2335,3335,898,748,1193
"ENSG00000040633","PHF23",79142,7688,6016,5571,3428,3093,3158
"ENSG00000040731","CDH10",1008,73,24,1,646,421,66
"ENSG00000040933","INPP4A",3631,5177,5924,4074,1822,1323,1003
"ENSG00000041353","RAB27B",5874,27900,48405,9090,709,99,134
"ENSG00000041357","PSMA4",5685,8659,7850,2943,13304,7075,2351
"ENSG00000041515","MYO16",23026,1,2,0,37,9,6
"ENSG00000041802","LSG1",55341,7393,7599,4810,2683,3403,1979
"ENSG00000041880","PARP3",10039,4285,3147,3081,3973,2853,2194
"ENSG00000041982","TNC",3371,1,1,0,106,40,306
"ENSG00000041988","THAP3",90326,2882,1861,2218,812,1025,984
"ENSG00000042062","RIPOR3",140876,12,49,52,2428,3610,1775
"ENSG00000042088","TDP1",55775,3584,3637,1887,1152,810,684
"ENSG00000042286","AIFM2",84883,3961,3096,2998,930,659,409
"ENSG00000042317","SPATA7",55812,534,534,111,466,399,145
"ENSG00000042429","MED17",9440,585,499,404,277,382,307
"ENSG00000042445","RETSAT",54884,6911,5569,5797,2332,2279,1524
"ENSG00000042493","CAPG",822,15463,11092,10755,5857,7360,7466
"ENSG00000042753","AP2S1",1175,11638,9592,9448,5970,7945,8278
"ENSG00000042832","TG",7038,0,0,0,1,39,10
"ENSG00000042980","ADAM28",10863,0,0,0,35,0,10
"ENSG00000043039","BARX2",8538,117,67,118,16,97,56
"ENSG00000043093","DCUN1D1",54165,3047,5076,874,2572,1536,249
"ENSG00000043143","JADE2",23338,6453,6146,7385,1393,1642,1760
"ENSG00000043355","ZIC2",7546,194,164,273,25,60,70
"ENSG00000043462","LCP2",3937,0,0,0,117,35,33
"ENSG00000043514","TRIT1",54802,1286,1202,725,847,740,279
"ENSG00000043591","ADRB1",153,221,97,116,81,124,276
"ENSG00000044090","CUL7",9820,5334,4727,4851,2064,2959,2205
"ENSG00000044115","CTNNA1",1495,26038,24408,18664,12354,12248,7052
"ENSG00000044446","PHKA2",5256,2499,2803,2151,633,1038,563
"ENSG00000044459","CNTLN",54875,2051,2312,1709,1107,1062,707
"ENSG00000044524","EPHA3",2042,0,0,0,170,753,293
"ENSG00000044574","HSPA5",3309,73782,69344,42231,105077,115048,60306
"ENSG00000046604","DSG2",1829,10689,13118,5626,4562,4866,2344
"ENSG00000046647","GEMIN8",54960,1787,1472,780,1301,1246,920
"ENSG00000046651","OFD1",8481,1304,1697,814,1588,1848,1089
"ENSG00000046653","GPM6B",2824,10,15,23,200,102,43
"ENSG00000047056","WDR37",22884,2157,2264,1862,864,1000,855
"ENSG00000047188","YTHDC2",64848,2688,3564,1824,1486,1651,727
"ENSG00000047230","CTPS2",56474,5765,5926,2714,2817,2040,976
"ENSG00000047249","ATP6V1H",51606,4722,4874,2416,3169,2610,1778
"ENSG00000047315","POLR2B",5431,12394,15954,4938,4399,4097,1305
"ENSG00000047346","ATOSA",56204,462,866,330,613,542,185
"ENSG00000047365","ARAP2",116984,0,0,0,9,3,0
"ENSG00000047410","TPR",7175,17350,23964,14167,7585,8529,4761
"ENSG00000047457","CP",1356,8,15,28,4778,1069,111
"ENSG00000047578","KATNIP",23247,2280,2027,1865,642,877,563
"ENSG00000047579","DTNBP1",84062,561,510,420,672,626,686
"ENSG00000047621","FERRY3",57102,2469,2996,760,1700,1204,260
"ENSG00000047634","SCML1",6322,2,2,2,5,1,5
"ENSG00000047644","WWC3",55841,5273,3468,6291,1009,1723,1494
"ENSG00000047648","ARHGAP6",395,2,1,0,8,14,1
"ENSG00000047662","FAM184B",27146,11,12,3,12,19,16
"ENSG00000047849","MAP4",4134,26692,27845,22984,10848,10915,7102
"ENSG00000047932","GOPC",57120,1935,2246,1168,960,1322,962
"ENSG00000048028","USP28",57646,4612,5641,2591,1157,1089,503
"ENSG00000048052","HDAC9",9734,5979,8111,2739,1297,732,601
"ENSG00000048140","TSPAN17",26262,14246,11962,13892,7211,6212,5858
"ENSG00000048162","NOP16",51491,6457,5133,3877,3854,4131,3169
"ENSG00000048342","CC2D2A",57545,875,816,404,549,515,274
"ENSG00000048392","RRM2B",50484,2524,4348,815,2024,1398,272
"ENSG00000048405","ZNF800",168850,2853,3188,2141,1921,1989,1061
"ENSG00000048471","SNX29",92017,578,605,458,285,708,393
"ENSG00000048540","LMO3",55885,4,0,0,594,401,140
"ENSG00000048544","MRPS10",55173,4486,5372,1892,3051,2687,1176
"ENSG00000048649","RSF1",51773,2457,3550,1749,1862,2043,1055
"ENSG00000048707","VPS13D",55187,4265,5043,3349,1776,2129,897
"ENSG00000048740","CELF2",10659,5,1,2,3435,1008,1191
"ENSG00000048828","FAM120A",23196,8234,9607,8325,4978,4002,2824
"ENSG00000048991","R3HDM1",23518,6298,7845,3968,2970,2456,1314
"ENSG00000049089","COL9A2",1298,30,29,0,11,85,84
"ENSG00000049130","KITLG",4254,1921,3639,783,2162,31,40
"ENSG00000049167","ERCC8",1161,1649,1634,604,844,707,278
"ENSG00000049192","ADAMTS6",11174,0,0,0,153,48,23
"ENSG00000049239","H6PD",9563,18296,17914,20161,5031,5483,4209
"ENSG00000049245","VAMP3",9341,13979,18343,6248,8697,6234,2615
"ENSG00000049246","PER3",8863,2526,3221,2161,879,634,293
"ENSG00000049249","TNFRSF9",3604,1103,953,774,461,358,391
"ENSG00000049283","EPN3",55040,9,41,15,24,43,30
"ENSG00000049323","LTBP1",4052,1100,864,880,675,492,513
"ENSG00000049449","RCN1",5954,6874,7337,3888,6452,3734,2589
"ENSG00000049540","ELN",2006,1,0,1,26,58,8
"ENSG00000049541","RFC2",5982,10815,8831,8530,4188,2940,3213
"ENSG00000049618","ARID1B",57492,0,1,2,604,351,234
"ENSG00000049656","CLPTM1L",81037,21878,18077,21813,9531,10611,10194
"ENSG00000049759","NEDD4L",23327,10412,10284,8309,4716,6954,4178
"ENSG00000049768","FOXP3",50943,2,24,0,5,0,2
"ENSG00000049769","PPP1R3F",89801,716,672,1053,431,392,516
"ENSG00000049860","HEXB",3074,14598,16451,7662,20701,8724,7120
"ENSG00000049883","PTCD2",79810,2584,3017,1404,1184,662,392
"ENSG00000050130","JKAMP",51528,4644,5751,1472,4620,3170,816
"ENSG00000050165","DKK3",27122,14,4,0,3,2,16
"ENSG00000050344","NFE2L3",9603,9281,8181,7371,2815,1768,1187
"ENSG00000050393","MCUR1",63933,2618,2375,1812,1396,1257,1364
"ENSG00000050405","LIMA1",51474,14145,15411,7630,1986,1615,885
"ENSG00000050426","LETMD1",25875,1367,1167,770,951,775,463
"ENSG00000050438","SLC4A8",9498,635,760,695,29,35,78
"ENSG00000050555","LAMC3",10319,583,536,470,328,391,327
"ENSG00000050748","MAPK9",5601,7158,7926,3721,3053,1759,1317
"ENSG00000050767","COL23A1",91522,0,0,0,2,2,14
"ENSG00000050820","BCAR1",9564,28717,23866,33998,4994,4772,5172
"ENSG00000051009","FHIP1B",84067,1830,1617,2285,1068,2150,2037
"ENSG00000051108","HERPUD1",9709,5417,5174,3085,42138,37711,17971
"ENSG00000051128","HOMER3",9454,9108,6263,9204,3226,5506,4099
"ENSG00000051180","RAD51",5888,2033,1825,1174,1093,832,450
"ENSG00000051341","POLQ",10721,2707,3700,2399,1287,1041,419
"ENSG00000051382","PIK3CB",5291,4647,5972,1813,2108,1284,564
"ENSG00000051523","CYBA",1535,22645,14830,17334,20736,20582,24472
"ENSG00000051596","THOC3",84321,6512,6553,4685,2445,2394,2087
"ENSG00000051620","HEBP2",23593,2959,2567,2106,3122,3557,3021
"ENSG00000051825","MPHOSPH9",10198,2028,2451,1135,740,700,234
"ENSG00000052126","PLEKHA5",54477,649,656,324,1048,1014,460
"ENSG00000052344","PRSS8",5652,78,55,12,1,19,86
"ENSG00000052723","SIKE1",80143,4453,6430,1831,2719,2550,805
"ENSG00000052749","RRP12",23223,10138,9312,11799,2732,3688,3205
"ENSG00000052795","FNIP2",57600,802,936,1028,622,557,119
"ENSG00000052802","MSMO1",6307,4117,5139,1703,4454,3986,1309
"ENSG00000052841","TTC17",55761,3811,4307,2477,2328,1952,1056
"ENSG00000052850","ALX4",60529,655,423,1182,121,234,152
"ENSG00000053108","FSTL4",23105,2,0,42,12,15,54
"ENSG00000053254","FOXN3",1112,3484,2609,3393,1951,3234,1532
"ENSG00000053371","AKR7A2",8574,15689,12006,13412,7366,6219,7464
"ENSG00000053372","MRTO4",51154,11987,9338,10506,4329,4526,4453
"ENSG00000053438","NNAT",4826,1,2,2,15,11,5
"ENSG00000053501","USE1",55850,1152,743,549,1156,1423,1476
"ENSG00000053524","MCF2L2",23101,316,157,81,115,321,178
"ENSG00000053702","NRIP2",83714,37,38,44,23,68,36
"ENSG00000053747","LAMA3",3909,116,146,80,180,56,188
"ENSG00000053770","AP5M1",55745,3870,4824,1287,2325,1861,597
"ENSG00000053900","ANAPC4",29945,2185,3133,740,1385,964,236
"ENSG00000053918","KCNQ1",3784,1854,1192,1517,146,118,273
"ENSG00000054116","TRAPPC3",27095,9136,7096,4518,4747,5202,3247
"ENSG00000054118","THRAP3",9967,25441,25157,21319,8713,11025,8023
"ENSG00000054148","PHPT1",29085,2648,1757,1806,3872,4614,5142
"ENSG00000054179","ENTPD2",954,2,12,0,4,11,0
"ENSG00000054267","ARID4B",51742,4442,4808,3060,4001,5031,2026
"ENSG00000054277","OPN3",23596,227,201,97,220,212,132
"ENSG00000054282","SDCCAG8",10806,4190,3952,2347,1996,1504,941
"ENSG00000054356","PTPRN",5798,25,9,56,33,38,35
"ENSG00000054392","HHAT",55733,223,152,111,634,629,536
"ENSG00000054523","KIF1B",23095,6551,7571,5219,3089,3932,1521
"ENSG00000054598","FOXC1",2296,4864,4683,6869,2492,2215,1715
"ENSG00000054611","TBC1D22A",25771,2944,2491,3033,1019,987,982
"ENSG00000054654","SYNE2",23224,1967,2486,1418,3537,2530,1041
"ENSG00000054690","PLEKHH1",57475,388,371,340,140,117,41
"ENSG00000054793","ATP9A",10079,2552,2646,1877,1859,976,387
"ENSG00000054938","CHRDL2",25884,0,0,0,2,0,2
"ENSG00000054965","FAM168A",23201,1443,1135,1070,1022,1025,627
"ENSG00000054967","RELT",84957,883,643,1070,254,259,237
"ENSG00000054983","GALC",2581,1804,2220,921,2015,1606,699
"ENSG00000055044","NOP58",51602,10512,11355,5062,7957,6364,2887
"ENSG00000055070","SZRD1",26099,10896,9717,9012,3969,4213,4052
"ENSG00000055118","KCNH2",3757,320,378,418,23,0,31
"ENSG00000055130","CUL1",8454,14274,15429,7147,5703,4086,2626
"ENSG00000055147","FAM114A2",10827,1630,1936,547,1435,1353,541
"ENSG00000055163","CYFIP2",26999,901,802,416,515,342,281
"ENSG00000055208","TAB2",23118,524,948,330,887,684,249
"ENSG00000055211","GINM1",116254,2803,3450,1613,2331,1922,777
"ENSG00000055332","EIF2AK2",5610,9868,15390,5842,6353,3873,1072
"ENSG00000055483","USP36",57602,10623,9726,11256,2687,3390,3113
"ENSG00000055609","KMT2C",58508,3579,4525,3257,3145,3518,1605
"ENSG00000055732","MCOLN3",55283,403,546,201,509,687,166
"ENSG00000055813","CCDC85A",114800,0,0,4,0,3,0
"ENSG00000055917","PUM2",23369,3979,5248,2066,1937,1791,541
"ENSG00000055950","MRPL43",84545,3505,2415,2015,2965,2818,2968
"ENSG00000055955","ITIH4",3700,0,0,0,2,10,1
"ENSG00000056050","HPF1",54969,863,798,255,1343,799,276
"ENSG00000056097","ZFR",51663,17075,18101,12764,6338,6542,5438
"ENSG00000056277","ZNF280C",55609,3055,4172,1536,953,903,442
"ENSG00000056487","PHF21B",112885,165,178,124,41,147,70
"ENSG00000056558","TRAF1",7185,5426,4002,4465,903,644,792
"ENSG00000056586","RC3H2",54542,3511,4486,2662,2727,2776,1058
"ENSG00000056736","IL17RB",55540,51,97,18,67,69,30
"ENSG00000056972","TRAF3IP2",10758,1147,935,996,737,1273,629
"ENSG00000057019","DCBLD2",131566,4632,6147,2326,2246,2831,1617
"ENSG00000057252","SOAT1",6646,11733,14536,5932,7163,4982,1794
"ENSG00000057294","PKP2",5318,4361,4964,3444,1194,1352,636
"ENSG00000057468","MSH4",4438,2,3,0,3,2,6
"ENSG00000057593","F7",2155,32,1,0,0,20,0
"ENSG00000057608","GDI2",2665,17031,18848,6982,17151,10525,3946
"ENSG00000057657","PRDM1",639,1,1,3,184,255,130
"ENSG00000057663","ATG5",9474,2564,3007,1029,4036,2658,1075
"ENSG00000057704","TMCC3",57458,278,233,198,866,251,284
"ENSG00000057757","PITHD1",57095,2311,1751,1077,1358,1607,1106
"ENSG00000057935","MTA3",57504,3827,3969,2261,3071,3186,1843
"ENSG00000058056","USP13",8975,1424,1638,1437,721,565,319
"ENSG00000058063","ATP11B",23200,3838,5509,1674,2328,2220,705
"ENSG00000058085","LAMC2",3918,28,32,3,162,459,4195
"ENSG00000058091","CDK14",5218,0,0,0,226,73,99
"ENSG00000058262","SEC61A1",29927,42697,38940,33958,20813,22185,17941
"ENSG00000058272","PPP1R12A",4659,5590,7614,3634,2850,3008,1089
"ENSG00000058335","RASGRF1",5923,0,1,2,0,13,0
"ENSG00000058404","CAMK2B",816,305,573,410,117,283,49
"ENSG00000058453","CROCC",9696,4254,4336,4822,594,1852,1043
"ENSG00000058600","POLR3E",55718,2267,2169,2308,830,1495,979
"ENSG00000058668","ATP2B4",493,10760,14441,7842,895,2076,963
"ENSG00000058673","ZC3H11A",9877,14,33,14,8,13,1
"ENSG00000058729","RIOK2",55781,2761,3731,783,2596,1617,308
"ENSG00000058799","YIPF1",54432,1661,1336,619,1377,1171,671
"ENSG00000058804","NDC1",55706,10992,16152,4733,4093,3012,733
"ENSG00000058866","DGKG",1608,0,0,2,4,7,6
"ENSG00000059122","FLYWCH1",84256,13122,10586,18273,2235,2442,3039
"ENSG00000059145","UNKL",64718,1549,1166,1588,350,545,517
"ENSG00000059377","TBXAS1",6916,23,16,0,367,225,241
"ENSG00000059378","PARP12",64761,0,0,0,67,34,32
"ENSG00000059573","ALDH18A1",5832,17122,17184,12296,5620,5213,3557
"ENSG00000059588","TARBP1",6894,2800,3260,2446,2274,3439,1641
"ENSG00000059691","GATB",5188,3384,2528,2590,1282,1009,912
"ENSG00000059728","MXD1",4084,346,367,334,1066,1845,655
"ENSG00000059758","CDK17",5128,1688,2692,897,1334,962,298
"ENSG00000059769","DNAJC25",548645,611,885,324,623,417,169
"ENSG00000059804","SLC2A3",6515,4181,4624,2938,11280,10408,5919
"ENSG00000059915","PSD",5662,39,27,54,65,101,64
"ENSG00000060069","CTDP1",9150,9070,7484,13824,1815,2739,1795
"ENSG00000060138","YBX3",8531,59740,52193,54436,23195,47741,37967
"ENSG00000060140","STYK1",55359,0,8,3,0,6,0
"ENSG00000060237","WNK1",65125,20007,20889,20641,8097,9976,7439
"ENSG00000060303","RPS17P5",NA,0,1,2,7,2,2
"ENSG00000060339","CCAR1",55749,9607,10972,6367,6285,4787,2432
"ENSG00000060491","OGFR",11054,12629,10147,12886,5107,3073,3116
"ENSG00000060558","GNA15",2769,22,7,0,29,6,37
"ENSG00000060566","CREB3L3",84699,553,396,568,2,0,13
"ENSG00000060642","PIGV",55650,2205,2156,1677,978,1050,731
"ENSG00000060656","PTPRU",10076,4000,4150,4205,341,652,490
"ENSG00000060688","SNRNP40",9410,14592,13973,8141,4926,6134,3760
"ENSG00000060718","COL11A1",1301,1,0,1,7,10,2
"ENSG00000060749","QSER1",79832,2145,3264,1275,908,687,244
"ENSG00000060762","MPC1",51660,363,386,132,745,454,389
"ENSG00000060971","ACAA1",30,2178,1549,1976,1736,1874,1776
"ENSG00000060982","BCAT1",586,4,18,1,0,0,2
"ENSG00000061273","HDAC7",51564,3539,3434,3542,668,732,1044
"ENSG00000061337","LZTS1",11178,858,520,596,214,304,163
"ENSG00000061455","PRDM6",93166,69,86,134,39,152,143
"ENSG00000061656","SPAG4",6676,522,443,454,522,782,658
"ENSG00000061676","NCKAP1",10787,12491,17310,5054,6829,4418,1317
"ENSG00000061794","MRPS35",60488,17688,21080,6539,13302,8567,3563
"ENSG00000061918","GUCY1B1",2983,0,0,0,4,2,2
"ENSG00000061936","SFSWAP",6433,2895,2848,2458,903,1586,1022
"ENSG00000061938","TNK2",10188,710,593,1134,286,374,354
"ENSG00000061987","MON2",23041,3455,4611,2028,2117,1916,713
"ENSG00000062038","CDH3",1001,108,64,84,1,15,0
"ENSG00000062194","GPBP1",65056,6121,8049,2341,5628,4898,1264
"ENSG00000062282","DGAT2",84649,5600,4961,4632,1408,1384,1122
"ENSG00000062370","ZNF112",7771,294,531,135,114,203,22
"ENSG00000062485","CS",1431,18692,19123,12430,5721,5632,2843
"ENSG00000062524","LTK",4058,2,0,25,0,0,24
"ENSG00000062582","MRPS24",64951,93,38,68,27,46,63
"ENSG00000062598","ELMO2",63916,5145,4499,3545,1422,1543,1441
"ENSG00000062650","WAPL",23063,8395,10536,6725,3585,3302,1515
"ENSG00000062716","VMP1",81671,11919,12466,4484,9681,9421,3924
"ENSG00000062725","APPBP2",10513,3466,4538,1736,2633,1847,759
"ENSG00000062822","POLD1",5424,18537,15127,18982,2302,3075,2479
"ENSG00000063015","SEZ6",124925,50,19,0,30,53,51
"ENSG00000063046","EIF4B",1975,11942,12084,5857,3759,4427,1783
"ENSG00000063127","SLC6A16",28968,73,50,34,37,88,14
"ENSG00000063169","BICRA",29998,661,599,1093,135,265,290
"ENSG00000063176","SPHK2",56848,1855,1315,2345,574,947,1131
"ENSG00000063177","RPL18",6141,42725,28329,26496,21999,35805,41094
"ENSG00000063180","CA11",770,1304,759,739,1923,5885,3998
"ENSG00000063241","ISOC2",79763,9712,6617,8476,4023,5031,6101
"ENSG00000063244","U2AF2",11338,2006,1561,1892,1072,1662,1407
"ENSG00000063245","EPN1",29924,11532,11326,16428,2791,4473,4882
"ENSG00000063322","MED29",55588,11098,9178,9840,6122,5775,5194
"ENSG00000063438","AHRR",57491,32,13,6,0,6,19
"ENSG00000063587","ZNF275",10838,2727,2420,2064,1079,1294,988
"ENSG00000063601","MTMR1",8776,5871,5914,4707,1946,2440,1545
"ENSG00000063660","GPC1",2817,39489,35076,49901,11162,32662,30406
"ENSG00000063761","ADCK1",57143,2157,1478,1657,849,563,834
