"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0009129","BP","GO:0009129","pyrimidine nucleoside monophosphate metabolic process","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"UPP1",1
"GO:0009190","BP","GO:0009190","cyclic nucleotide biosynthetic process","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"NPPC",1
"GO:0010985","BP","GO:0010985","negative regulation of lipoprotein particle clearance","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"MYLIP",1
"GO:0016075","BP","GO:0016075","rRNA catabolic process","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"DEDD2",1
"GO:0032402","BP","GO:0032402","melanosome transport","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"RAB17",1
"GO:0032482","BP","GO:0032482","Rab protein signal transduction","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"RAB30",1
"GO:0032616","BP","GO:0032616","interleukin-13 production","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"LEF1",1
"GO:0032656","BP","GO:0032656","regulation of interleukin-13 production","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"LEF1",1
"GO:0033962","BP","GO:0033962","P-body assembly","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"LSM3",1
"GO:0042745","BP","GO:0042745","circadian sleep/wake cycle","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"PTGDS",1
"GO:0051383","BP","GO:0051383","kinetochore organization","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"CENPW",1
"GO:0051988","BP","GO:0051988","regulation of attachment of spindle microtubules to kinetochore","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"CDC42",1
"GO:0090043","BP","GO:0090043","regulation of tubulin deacetylation","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"TPPP",1
"GO:0090266","BP","GO:0090266","regulation of mitotic cell cycle spindle assembly checkpoint","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"DUSP1",1
"GO:1901018","BP","GO:1901018","positive regulation of potassium ion transmembrane transporter activity","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"ATP1B2",1
"GO:1901317","BP","GO:1901317","regulation of flagellated sperm motility","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"KIF9",1
"GO:1903504","BP","GO:1903504","regulation of mitotic spindle checkpoint","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"DUSP1",1
"GO:2000010","BP","GO:2000010","positive regulation of protein localization to cell surface","1/1956","21/18888",0.0476190476190476,0.459830557990067,-0.841782746714225,0.899443586899924,0.978207627928454,0.771526319305309,"TNF",1
"GO:0000154","BP","GO:0000154","rRNA modification","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"NOP10/TRMT112",2
"GO:0001580","BP","GO:0001580","detection of chemical stimulus involved in sensory perception of bitter taste","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"PLCB2/RTP4",2
"GO:0010984","BP","GO:0010984","regulation of lipoprotein particle clearance","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"MYLIP/GPLD1",2
"GO:0032094","BP","GO:0032094","response to food","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"NENF/SLC25A25",2
"GO:0032435","BP","GO:0032435","negative regulation of proteasomal ubiquitin-dependent protein catabolic process","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"RPL11/RYBP",2
"GO:0032717","BP","GO:0032717","negative regulation of interleukin-8 production","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"KLF4/ELANE",2
"GO:0048026","BP","GO:0048026","positive regulation of mRNA splicing, via spliceosome","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"RBM3/TRA2A",2
"GO:0090050","BP","GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"PTGS2/RHOJ",2
"GO:2000352","BP","GO:2000352","negative regulation of endothelial cell apoptotic process","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"TNFAIP3/ICAM1",2
"GO:2000780","BP","GO:2000780","negative regulation of double-strand break repair","2/1956","36/18888",0.0555555555555556,0.536468984321745,-0.946156809173114,0.899446782285657,0.978207627928454,0.771526319305309,"HMGA2/KLHL15",2
"GO:0045806","BP","GO:0045806","negative regulation of endocytosis","5/1956","75/18888",0.0666666666666667,0.643762781186094,-1.05063697535494,0.899499358426148,0.978207627928454,0.771526319305309,"PLSCR1/TLR2/EPHA3/LRRTM2/SNX3",5
"GO:0051298","BP","GO:0051298","centrosome duplication","5/1956","75/18888",0.0666666666666667,0.643762781186094,-1.05063697535494,0.899499358426148,0.978207627928454,0.771526319305309,"CHMP2A/CHMP1B/CHMP4B/CETN2/CCDC57",5
"GO:0050909","BP","GO:0050909","sensory perception of taste","4/1956","63/18888",0.0634920634920635,0.613107410653423,-1.04545412124272,0.902838865920713,0.98149625170095,0.77412010381724,"PLCB2/CD36/RTP4/LEF1",4
"GO:0006417","BP","GO:0006417","regulation of translation","39/1956","451/18888",0.0864745011086474,0.835035980030743,-1.20515847689237,0.902856592763104,0.98149625170095,0.77412010381724,"SH3BGRL/RGS2/KRT17/BTG2/IGFBP5/RPL38/PPP1R15A/PLD1/ELAVL4/SOX4/ZFP36/UQCC2/NMNAT2/RPL26/DAPL1/ZNF540/CPEB4/CPEB2/TOB1/RBM3/BANK1/NEURL1/MIR212/RPS14/EIF4E3/RPS27L/TNF/CPEB3/CD28/KRT13/RPS3/CCL5/NHLRC3/NIBAN1/THBS1/HSPB1/ITGA2/RPS9/ZNF385A",39
"GO:0006304","BP","GO:0006304","DNA modification","7/1956","100/18888",0.07,0.675950920245399,-1.10428787124903,0.903930378740229,0.982273065750224,0.774732788146323,"FOS/TET1/DNMT3A/TMT1A/WT1/DPPA3/APOBEC3G",7
"GO:0000281","BP","GO:0000281","mitotic cytokinesis","6/1956","88/18888",0.0681818181818182,0.658393753485778,-1.0916916798199,0.9041138100032,0.982273065750224,0.774732788146323,"RHOB/CHMP4BP1/ARL3/CHMP2A/CHMP1B/CHMP4B",6
"GO:0044774","BP","GO:0044774","mitotic DNA integrity checkpoint signaling","6/1956","88/18888",0.0681818181818182,0.658393753485778,-1.0916916798199,0.9041138100032,0.982273065750224,0.774732788146323,"CDKN1A/RPL26/RPS27L/NEK11/IER3/CRADD",6
"GO:0071897","BP","GO:0071897","DNA biosynthetic process","15/1956","192/18888",0.078125,0.754409509202454,-1.16251776202006,0.904238131991761,0.982273065750224,0.774732788146323,"CCN2/KLF4/CDKN1A/DACH1/RGCC/HGF/PARP10/POLE4/TNF/NPPC/NOP10/SMOC2/GCH1/POLD4/MAPK15",15
"GO:0048024","BP","GO:0048024","regulation of mRNA splicing, via spliceosome","8/1956","112/18888",0.0714285714285714,0.689745836985101,-1.11927518714644,0.904647206508125,0.982536263558143,0.774940376014374,"CELF2/SRSF12/RBFOX3/RBM3/DYRK1A/NOVA1/SAP18/TRA2A",8
"GO:0007095","BP","GO:0007095","mitotic G2 DNA damage checkpoint signaling","2/1956","37/18888",0.0540540540540541,0.52196982258332,-0.989237940737687,0.907856428852286,0.983673298684465,0.775837171848802,"CDKN1A/IER3",2
"GO:0031076","BP","GO:0031076","embryonic camera-type eye development","2/1956","37/18888",0.0540540540540541,0.52196982258332,-0.989237940737687,0.907856428852286,0.983673298684465,0.775837171848802,"CITED2/ALDH1A2",2
"GO:0045773","BP","GO:0045773","positive regulation of axon extension","2/1956","37/18888",0.0540540540540541,0.52196982258332,-0.989237940737687,0.907856428852286,0.983673298684465,0.775837171848802,"FN1/CDKL5",2
"GO:0010665","BP","GO:0010665","regulation of cardiac muscle cell apoptotic process","3/1956","51/18888",0.0588235294117647,0.568025983399495,-1.04990167664144,0.909691397758406,0.983673298684465,0.775837171848802,"CAMK2D/GATA6/GCH1",3
"GO:0042220","BP","GO:0042220","response to cocaine","3/1956","51/18888",0.0588235294117647,0.568025983399495,-1.04990167664144,0.909691397758406,0.983673298684465,0.775837171848802,"ELAVL4/DNMT3A/SLC1A3",3
"GO:0002837","BP","GO:0002837","regulation of immune response to tumor cell","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"HLA-DRB1",1
"GO:0003228","BP","GO:0003228","atrial cardiac muscle tissue development","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"GATA6",1
"GO:0009083","BP","GO:0009083","branched-chain amino acid catabolic process","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"PPM1K",1
"GO:0010888","BP","GO:0010888","negative regulation of lipid storage","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"TNF",1
"GO:0010988","BP","GO:0010988","regulation of low-density lipoprotein particle clearance","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"MYLIP",1
"GO:0015919","BP","GO:0015919","peroxisomal membrane transport","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"ABCD2",1
"GO:0030431","BP","GO:0030431","sleep","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"PTGDS",1
"GO:0032401","BP","GO:0032401","establishment of melanosome localization","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"RAB17",1
"GO:0034260","BP","GO:0034260","negative regulation of GTPase activity","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"CPEB2",1
"GO:0035024","BP","GO:0035024","negative regulation of Rho protein signal transduction","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"BCL6",1
"GO:0043249","BP","GO:0043249","erythrocyte maturation","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"RAC2",1
"GO:0043574","BP","GO:0043574","peroxisomal transport","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"ABCD2",1
"GO:0045947","BP","GO:0045947","negative regulation of translational initiation","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"BANK1",1
"GO:0050908","BP","GO:0050908","detection of light stimulus involved in visual perception","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"BEST1",1
"GO:0050962","BP","GO:0050962","detection of light stimulus involved in sensory perception","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"BEST1",1
"GO:0051904","BP","GO:0051904","pigment granule transport","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"RAB17",1
"GO:0060546","BP","GO:0060546","negative regulation of necroptotic process","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"PELI1",1
"GO:0090208","BP","GO:0090208","positive regulation of triglyceride metabolic process","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"GPLD1",1
"GO:0090231","BP","GO:0090231","regulation of spindle checkpoint","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"DUSP1",1
"GO:1900273","BP","GO:1900273","positive regulation of long-term synaptic potentiation","1/1956","22/18888",0.0454545454545455,0.438929168990519,-0.894954388526363,0.909868579957843,0.983673298684465,0.775837171848802,"ZDHHC2",1
"GO:0044782","BP","GO:0044782","cilium organization","35/1956","412/18888",0.0849514563106796,0.820328786705581,-1.25324193148637,0.912067279245826,0.985869420557278,0.777569284517833,"RAB17/FOXJ1/LPAR1/FHDC1/HAP1/FSIP2/LCA5/RSPH4A/KCNJ10/NEURL1/EHD3/VANGL2/ARL3/CIMAP3/GK2/DYNLL1/DNAI4/DNAJB13/NEDD9/LRGUK/DNAI3/GSN/KIF19/TBC1D30/CDKL5/CEP41/UBE2B/CFAP70/DNAH7/PIERCE2/AHI1/MAPK15/CCDC57/CFAP44/ODAD4",35
"GO:0000422","BP","GO:0000422","autophagy of mitochondrion","7/1956","102/18888",0.0686274509803922,0.662696980632744,-1.16095381006648,0.914155680987053,0.987945535992429,0.779206746396481,"GABARAPL1/TOMM7/FUNDC1/FUNDC2/PRKN/FIS1/ATP5IF1",7
"GO:0042177","BP","GO:0042177","negative regulation of protein catabolic process","8/1956","114/18888",0.0701754385964912,0.677645032827467,-1.17332998938505,0.914325965924417,0.98794832451591,0.779208945744754,"TIMP3/RPL11/SNX12/CST3/RYBP/SNX3/FYN/GRIN2C",8
"GO:0009994","BP","GO:0009994","oocyte differentiation","4/1956","65/18888",0.0615384615384615,0.594242567248702,-1.11375720554212,0.915384354475047,0.987973985733956,0.779229185113721,"IGF1/WNT4/EDN1/NPPC",4
"GO:0007339","BP","GO:0007339","binding of sperm to zona pellucida","2/1956","38/18888",0.0526315789473684,0.508233774620601,-1.03135126238298,0.915603761041183,0.987973985733956,0.779229185113721,"HSPA1L/CLGN",2
"GO:0048854","BP","GO:0048854","brain morphogenesis","2/1956","38/18888",0.0526315789473684,0.508233774620601,-1.03135126238298,0.915603761041183,0.987973985733956,0.779229185113721,"CDH2/TUBA1A",2
"GO:0051503","BP","GO:0051503","adenine nucleotide transport","2/1956","38/18888",0.0526315789473684,0.508233774620601,-1.03135126238298,0.915603761041183,0.987973985733956,0.779229185113721,"P2RX7/SLC25A25",2
"GO:0070302","BP","GO:0070302","regulation of stress-activated protein kinase signaling cascade","2/1956","38/18888",0.0526315789473684,0.508233774620601,-1.03135126238298,0.915603761041183,0.987973985733956,0.779229185113721,"KLHDC10/MID1",2
"GO:0070316","BP","GO:0070316","regulation of G0 to G1 transition","2/1956","38/18888",0.0526315789473684,0.508233774620601,-1.03135126238298,0.915603761041183,0.987973985733956,0.779229185113721,"HLA-G/ARID1B",2
"GO:1904358","BP","GO:1904358","positive regulation of telomere maintenance via telomere lengthening","2/1956","38/18888",0.0526315789473684,0.508233774620601,-1.03135126238298,0.915603761041183,0.987973985733956,0.779229185113721,"GCH1/MAPK15",2
"GO:0050657","BP","GO:0050657","nucleic acid transport","12/1956","161/18888",0.0745341614906832,0.719734786419236,-1.21383544440189,0.915881428342742,0.987973985733956,0.779229185113721,"TGFBR2/MX2/ZFP36/PEG10/NEAT1/MRPL18/SIDT2/ENY2/ARC/RFTN2/DDX39B/CETN2",12
"GO:0050658","BP","GO:0050658","RNA transport","12/1956","161/18888",0.0745341614906832,0.719734786419236,-1.21383544440189,0.915881428342742,0.987973985733956,0.779229185113721,"TGFBR2/MX2/ZFP36/PEG10/NEAT1/MRPL18/SIDT2/ENY2/ARC/RFTN2/DDX39B/CETN2",12
"GO:0006111","BP","GO:0006111","regulation of gluconeogenesis","3/1956","52/18888",0.0576923076923077,0.557102406795658,-1.08698221090476,0.916364205854358,0.987973985733956,0.779229185113721,"SIK1/PDK2/SELENOS",3
"GO:0006890","BP","GO:0006890","retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum","3/1956","52/18888",0.0576923076923077,0.557102406795658,-1.08698221090476,0.916364205854358,0.987973985733956,0.779229185113721,"COPZ2/USE1/ARF5",3
"GO:0018205","BP","GO:0018205","peptidyl-lysine modification","11/1956","150/18888",0.0733333333333333,0.708139059304704,-1.2197526648645,0.917926872321168,0.987973985733956,0.779229185113721,"EGR2/SOX4/LOXL1/EGR1/SUMO4/IFIH1/BLOC1S1/LOXL3/LOXL4/CAPN3/CSKMT",11
"GO:0002834","BP","GO:0002834","regulation of response to tumor cell","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"HLA-DRB1",1
"GO:0015874","BP","GO:0015874","norepinephrine transport","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"ADRA2A",1
"GO:0033139","BP","GO:0033139","regulation of peptidyl-serine phosphorylation of STAT protein","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"RET",1
"GO:0033762","BP","GO:0033762","response to glucagon","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"HMGCS2",1
"GO:0034105","BP","GO:0034105","positive regulation of tissue remodeling","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"PPP3CA",1
"GO:0036120","BP","GO:0036120","cellular response to platelet-derived growth factor stimulus","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"FYN",1
"GO:0036303","BP","GO:0036303","lymph vessel morphogenesis","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"ACVRL1",1
"GO:0045736","BP","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"CDKN1A",1
"GO:0046033","BP","GO:0046033","AMP metabolic process","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"XDH",1
"GO:0046580","BP","GO:0046580","negative regulation of Ras protein signal transduction","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"RASAL3",1
"GO:0051151","BP","GO:0051151","negative regulation of smooth muscle cell differentiation","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"HEY1",1
"GO:0051354","BP","GO:0051354","negative regulation of oxidoreductase activity","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"PRKN",1
"GO:0051905","BP","GO:0051905","establishment of pigment granule localization","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"RAB17",1
"GO:0062099","BP","GO:0062099","negative regulation of programmed necrotic cell death","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"PELI1",1
"GO:0090042","BP","GO:0090042","tubulin deacetylation","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"TPPP",1
"GO:1904030","BP","GO:1904030","negative regulation of cyclin-dependent protein kinase activity","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"CDKN1A",1
"GO:2000042","BP","GO:2000042","negative regulation of double-strand break repair via homologous recombination","1/1956","23/18888",0.0434782608695652,0.419845292077887,-0.946217813009271,0.919213277169889,0.987973985733956,0.779229185113721,"KLHL15",1
"GO:0032984","BP","GO:0032984","protein-containing complex disassembly","20/1956","252/18888",0.0793650793650794,0.766384263316779,-1.26893039157586,0.919448228390695,0.988046244700763,0.779286176792283,"PLEK/DDIT4/H2AC25/GABARAPL1/CARMIL1/VAMP8/STMN2/MID1IP1/CHMP4BP1/RPL23/CALM1/TNF/CHMP2A/CHMP1B/CHMP4B/SNAPIN/GSN/KIF19/MID1/ADRB2",20
"GO:0001510","BP","GO:0001510","RNA methylation","6/1956","91/18888",0.0659340659340659,0.636688464909324,-1.18077567520476,0.919884565680302,0.988334848882483,0.779513803030007,"TMT1A/SNRPD2/TRMT9B/SNRPG/HENMT1/TRMT112",6
"GO:0007601","BP","GO:0007601","visual perception","17/1956","219/18888",0.0776255707762557,0.749586800011205,-1.26686556923384,0.920708352883581,0.989039552669069,0.780069612965589,"TULP2/RGS16/LUM/KCNJ10/EYA4/TIMP3/PRCD/SLITRK6/ZNF513/ADGRV1/TACSTD2/BEST1/HMCN1/DHRS3/DNAJC19/GLRB/PDE6B",17
"GO:0017156","BP","GO:0017156","calcium-ion regulated exocytosis","4/1956","66/18888",0.0606060606060606,0.585238891987358,-1.14722577205123,0.921097542913636,0.989096905815573,0.780114848210908,"SYT8/RIMS2/ADRA2A/GNAI2",4
"GO:1905515","BP","GO:1905515","non-motile cilium assembly","4/1956","66/18888",0.0606060606060606,0.585238891987358,-1.14722577205123,0.921097542913636,0.989096905815573,0.780114848210908,"HAP1/KCNJ10/VANGL2/DYNLL1",4
"GO:0006778","BP","GO:0006778","porphyrin-containing compound metabolic process","3/1956","53/18888",0.0566037735849057,0.546591040629702,-1.12345842531648,0.92258438528987,0.989773472316807,0.780648465867896,"SLCO2B1/ATP5IF1/TMEM14A",3
"GO:0030834","BP","GO:0030834","regulation of actin filament depolymerization","3/1956","53/18888",0.0566037735849057,0.546591040629702,-1.12345842531648,0.92258438528987,0.989773472316807,0.780648465867896,"PLEK/CARMIL1/GSN",3
"GO:0044818","BP","GO:0044818","mitotic G2/M transition checkpoint","3/1956","53/18888",0.0566037735849057,0.546591040629702,-1.12345842531648,0.92258438528987,0.989773472316807,0.780648465867896,"CDKN1A/IER3/NABP1",3
"GO:0007143","BP","GO:0007143","female meiotic nuclear division","2/1956","39/18888",0.0512820512820513,0.495202139373918,-1.07254972891052,0.922735683239502,0.989773472316807,0.780648465867896,"HSF2BP/BRME1",2
"GO:0050685","BP","GO:0050685","positive regulation of mRNA processing","2/1956","39/18888",0.0512820512820513,0.495202139373918,-1.07254972891052,0.922735683239502,0.989773472316807,0.780648465867896,"RBM3/TRA2A",2
"GO:0060306","BP","GO:0060306","regulation of membrane repolarization","2/1956","39/18888",0.0512820512820513,0.495202139373918,-1.07254972891052,0.922735683239502,0.989773472316807,0.780648465867896,"GJA1/CACNA1D",2
"GO:0045995","BP","GO:0045995","regulation of embryonic development","6/1956","92/18888",0.0652173913043478,0.629767938116831,-1.20989311871768,0.924612521442366,0.991010188132008,0.781623881284508,"HES1/WNT4/OSR1/TLE6/PLCB1/INO80C",6
"GO:1903008","BP","GO:1903008","organelle disassembly","13/1956","175/18888",0.0742857142857143,0.717335670464505,-1.27682126692703,0.925092225601608,0.991010188132008,0.781623881284508,"GABARAPL1/TOMM7/FUNDC1/FUNDC2/PRKN/FIS1/STING1/KLHDC10/ATP5IF1/NEDD9/UFC1/KIF19/KIF9",13
"GO:0010508","BP","GO:0010508","positive regulation of autophagy","11/1956","152/18888",0.0723684210526316,0.698821440103326,-1.2671242222857,0.925494427037302,0.991010188132008,0.781623881284508,"HSPB8/BAG3/DCN/PRKN/STING1/ZC3H12A/TRIM22/ORMDL3/SH3GLB1/MID2/ADRB2",11
"GO:0006903","BP","GO:0006903","vesicle targeting","4/1956","67/18888",0.0597014925373134,0.576503983151726,-1.18025858868647,0.926462067601307,0.991010188132008,0.781623881284508,"TRAPPC6A/SAR1A/TRAPPC2B/MAPK15",4
"GO:0008652","BP","GO:0008652","amino acid biosynthetic process","4/1956","67/18888",0.0597014925373134,0.576503983151726,-1.18025858868647,0.926462067601307,0.991010188132008,0.781623881284508,"GLUL/SLC1A3/GAD1/GLUD2",4
"GO:0051236","BP","GO:0051236","establishment of RNA localization","12/1956","164/18888",0.0731707317073171,0.706568906179859,-1.28274557692189,0.926885138726489,0.991010188132008,0.781623881284508,"TGFBR2/MX2/ZFP36/PEG10/NEAT1/MRPL18/SIDT2/ENY2/ARC/RFTN2/DDX39B/CETN2",12
"GO:0061640","BP","GO:0061640","cytoskeleton-dependent cytokinesis","8/1956","117/18888",0.0683760683760684,0.660269519165225,-1.25283975320442,0.927261275490511,0.991010188132008,0.781623881284508,"RHOB/NOX5/CHMP4BP1/ARL3/CHMP2A/CHMP1B/CHMP4B/CECR2",8
"GO:0051225","BP","GO:0051225","spindle assembly","9/1956","129/18888",0.0697674418604651,0.673705236124982,-1.26389764186756,0.927435657203761,0.991010188132008,0.781623881284508,"HSPA1B/HSPA1A/CHMP4BP1/CHMP2A/CHMP1B/CHMP4B/RPS3/MAPK15/GTF2B",9
"GO:0021871","BP","GO:0021871","forebrain regionalization","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"BMP2",1
"GO:0031145","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"CDC20B",1
"GO:0032400","BP","GO:0032400","melanosome localization","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"RAB17",1
"GO:0035162","BP","GO:0035162","embryonic hemopoiesis","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"TGFBR2",1
"GO:0036158","BP","GO:0036158","outer dynein arm assembly","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"ODAD4",1
"GO:0042438","BP","GO:0042438","melanin biosynthetic process","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"ZEB2",1
"GO:0042501","BP","GO:0042501","serine phosphorylation of STAT protein","1/1956","24/18888",0.0416666666666667,0.402351738241309,-0.995740503485909,0.927589573478168,0.991010188132008,0.781623881284508,"RET",1
